DB,,YALE,YALE,YALE,YALE,YALE,YALE,YALE,YALE,YALE,YALE,YALE,YALE,YALE,YALE
Indicator,,Cyclically Adjusted PE Ratio,Percent change in CPI,Percent change in Earnings,Percent change in Long Interest Rate,Percent change in S&P Composite,CPI,Dividend,Earnings,Future Percent change in S&P Composite,Long Interest Rate,Real Dividend,Real Earnings,Real Price,S&P Composite
Date,S&P500,,,,,,,,,,,,,,
1998-01-01,S&P Composite,27.724814914313,3.3224755700325694,14.045936395759707,10.332749562171626,20.93821696470702,158.6,14.9,38.73,29.481331987891018,6.3,22.336636034048,58.060262657629,1114.2083712957,743.25
1999-01-01,S&P Composite,33.03175764629,1.7023959646910576,2.5561580170410587,-7.777777777777782,29.481331987891018,161.3,15.5,39.72,23.658260336461023,5.81,22.847148946062998,58.547661686299,1418.5426278208,962.37
2000-01-01,S&P Composite,38.821374156254,1.6119032858028484,-5.060422960725071,-19.965576592082606,23.658260336461023,163.9,16.2,37.71,20.05209865131718,4.65,23.500155887736,54.70314064978599,1726.3185502592999,1190.05
2001-01-01,S&P Composite,44.19931781288101,2.684563758389265,27.738000530363298,35.05376344086021,20.05209865131718,168.3,16.48,48.17,-6.8419800095192755,6.28,23.281329292929,68.049856313131,2018.2991222222,1428.68
2002-01-01,S&P Composite,37.275951962007,3.386809269162203,3.799045048785547,-16.560509554140125,-6.8419800095192755,174.0,16.27,50.0,-13.975190280480565,5.24,22.231716048851,68.321192528736,1818.6144954454,1330.93
2003-01-01,S&P Composite,30.500159723564,1.5517241379310278,-50.62,-2.862595419847335,-13.975190280480565,176.7,15.74,24.69,-21.46419431755654,5.09,21.178873712507,33.22149885399,1540.5545031551,1144.93
2004-01-01,S&P Composite,23.097211389626004,2.3769100169779387,11.745646010530573,-20.82514734774066,-21.46419431755654,180.9,16.07,27.59,20.1806089993105,4.03,21.120879173577002,36.261671213378,1181.7966481205,899.18
2005-01-01,S&P Composite,26.630402413307,1.879491431730241,76.65820949619429,5.955334987593035,20.1806089993105,184.3,17.39,48.74,10.972201658276571,4.27,22.434114338035997,62.877442946283,1394.0886324470996,1080.64
2006-01-01,S&P Composite,27.140133901785997,3.2555615843733046,20.127205580631912,-0.936768149882884,10.972201658276571,190.3,19.44,58.55,5.241784174581591,4.23,24.288022385707002,73.151425446663,1498.2736278376,1199.21
2007-01-01,S&P Composite,26.434798843415,3.415659485023647,19.436379163108473,5.67375886524821,5.241784174581591,196.8,22.22,69.93,12.229908008272137,4.47,26.844396366870004,84.483737080793,1524.7303025534,1262.07
2008-01-01,S&P Composite,27.273038665477,2.540650406504065,16.559416559416558,2.0134228187919434,12.229908008272137,201.8,24.88,81.51,4.433713164174464,4.56,29.313244895937,96.033866216551,1668.8049170217996,1416.42
2009-01-01,S&P Composite,25.946804431227,4.0812685827551975,-18.80750828119249,-10.087719298245613,4.433713164174464,210.036,27.73,66.18,-40.67413907329539,4.1,31.389963660991,74.914814103297,1674.4558978223001,1479.22
2010-01-01,S&P Composite,15.370926237098999,0.09141290064560707,-77.51586582048957,-40.97560975609756,-40.67413907329539,210.228,28.39,14.88,26.530379689138083,2.42,32.107723626253,16.828563844968,992.47812417946,877.56
2011-01-01,S&P Composite,20.315066787662,2.7213311262058353,242.5403225806451,48.34710743801653,26.530379689138083,215.949,22.41,50.97,11.811271816855477,3.59,24.673192177320004,56.117474577331,1222.5175872312,1110.38
2012-01-01,S&P Composite,22.388191381896,1.4957235273143148,51.75593486364527,-8.356545961002782,11.811271816855477,219.179,22.73,77.35,0.14417694296553152,3.29,24.656712812359,83.906587595071,1346.7685287253998,1241.53
2013-01-01,S&P Composite,20.51650563317,2.962418844871085,12.411118293471246,-39.81762917933131,0.14417694296553152,225.672,26.43,86.95,14.39452433806261,1.98,27.845445303361,91.60656334193001,1309.9053747474,1243.32
2014-01-01,S&P Composite,21.234544416672,1.7410223687475639,-0.5060379528464608,-13.131313131313133,14.39452433806261,229.601,31.25,86.51,27.103473975068376,1.72,32.360179997038,89.583333489401,1472.8179330556,1422.29
