Date,S&P500,CPI,Cyclically Adjusted PE Ratio,Dividend,Earnings,Future Percent change in S&P Composite,Long Interest Rate,Percent change in CPI,Percent change in Earnings,Percent change in Long Interest Rate,Percent change in S&P Composite,Real Dividend,Real Earnings,Real Price,S&P Composite
1968-01-01,S&P Composite,32.9,19.736473752792,2.87,5.55,17.176933480880365,4.84,3.459119496855339,6.936416184971087,4.761904761904756,-11.337621279843022,20.740569680851,40.108070288754,587.7458300152,81.33
1944-01-01,S&P Composite,16.9,9.617514103283199,0.59,1.03,20.588235294117656,2.4691666666667,9.032258064516121,-11.20689655172413,2.1371940710113777,8.675799086757989,8.300418491124299,14.490561094675,133.93217633136,9.52
1888-01-01,S&P Composite,7.801941983,18.194057556886,0.22,0.33,-6.560283687943265,3.5075,-4.651040800840423,22.22222222222222,3.6954915003695494,8.461538461538453,6.704318631691098,10.056477947537001,171.87435037608003,5.64
1931-01-01,S&P Composite,17.2,22.007373176418,0.97,1.61,-27.523364485981304,3.3158333333333,0.5847953216374144,16.666666666666682,-7.3142324714661076,-7.559395248380129,13.40843125,22.25523125,295.814875,21.4
2000-01-01,S&P Composite,163.9,38.821374156254,16.2,37.71,20.05209865131718,4.65,1.6119032858028484,-5.060422960725071,-19.965576592082606,23.658260336461023,23.500155887736,54.70314064978599,1726.3185502592999,1190.05
2009-01-01,S&P Composite,210.036,25.946804431227,27.73,66.18,-40.67413907329539,4.1,4.0812685827551975,-18.80750828119249,-10.087719298245613,4.433713164174464,31.389963660991,74.914814103297,1674.4558978223001,1479.22
1891-01-01,S&P Composite,7.801941983,16.610338076603,0.22,0.3,-13.533834586466176,3.4225,-5.747231035618649,15.384615384615378,-1.3214800576636385,3.5019455252918408,6.704318631691098,9.1422526795788,162.12261418453002,5.32
1982-01-01,S&P Composite,86.3,9.3899020849217,6.16,14.82,-7.265917602996256,12.84,12.516297262059966,-0.26917900403767936,23.580365736284882,23.8404452690167,16.970889223638,40.829314658169,367.79443366165003,133.5
1941-01-01,S&P Composite,14.0,16.280412901284002,0.62,0.9,-14.874696847210995,2.2225,0.0,40.625,-6.486676016831591,-2.521670606776992,10.529271785714,15.284426785713999,210.07595482143,12.37
2010-01-01,S&P Composite,210.228,15.370926237098999,28.39,14.88,26.530379689138083,2.42,0.09141290064560707,-77.51586582048957,-40.97560975609756,-40.67413907329539,32.107723626253,16.828563844968,992.47812417946,877.56
1915-01-01,S&P Composite,10.0,11.174040870037,0.48,0.63,-8.5820895522388,4.1841666666667,3.04142520495937,-9.999999999999993,-5.1925981873096765,-14.285714285714302,11.412372,14.97873825,191.157231,8.04
2004-01-01,S&P Composite,180.9,23.097211389626004,16.07,27.59,20.1806089993105,4.03,2.3769100169779387,11.745646010530573,-20.82514734774066,-21.46419431755654,21.120879173577002,36.261671213378,1181.7966481205,899.18
1997-01-01,S&P Composite,153.5,25.028209341893,13.79,33.96,20.93821696470702,5.71,2.5384101536406223,10.980392156862742,-26.88860435339308,35.013950218590054,21.359474739414,52.600997980456,951.91387894137,614.57
1942-01-01,S&P Composite,14.1,13.908426122354,0.67,1.05,-16.809116809116805,1.9716666666667,0.7142857142857117,16.666666666666668,-11.286089238843651,-14.874696847210995,11.297708687943,17.705364361702,177.55951117021,10.53
1932-01-01,S&P Composite,16.1,16.055001856531,0.98,0.97,-45.58349451966473,3.3358333333333,-6.39534883720929,-39.75155279503106,0.6031666247801021,-27.523364485981304,14.472210869565,14.324535248447,229.04488835403998,15.51
1921-01-01,S&P Composite,18.9,6.1607170337992,0.53,0.93,-23.654708520179376,4.9308333333332985,14.545454545454536,-6.060606060606054,9.432217495838774,12.911392405063285,6.667280820105798,11.699190873016,112.21159417989,8.92
1893-01-01,S&P Composite,7.51650281,18.206303000210003,0.22,0.34,1.8484288354898273,3.6016666666667003,-4.81934753485405,17.241379310344847,-0.04625346900832244,17.608695652173925,6.9589151128116,10.754686992527,171.1260489105,5.41
1879-01-01,S&P Composite,9.514585124,,0.19,0.3,6.153846153846159,4.3491666666667,-11.504504783141742,7.142857142857128,-2.5214792678371474,-9.217877094972069,4.747865714717402,7.496630075869598,81.213492488587,3.25
2005-01-01,S&P Composite,184.3,26.630402413307,17.39,48.74,10.972201658276571,4.27,1.879491431730241,76.65820949619429,5.955334987593035,20.1806089993105,22.434114338035997,62.877442946283,1394.0886324470996,1080.64
1972-01-01,S&P Composite,39.8,15.873840687205998,3.14,5.13,10.12770682953915,6.39,5.570291777188313,-11.245674740484436,-16.470588235294127,-1.1634288223027134,18.757772236180998,30.645659736181003,537.94184390704,90.05
1925-01-01,S&P Composite,17.3,7.8097391449387015,0.53,0.98,18.830409356725138,4.085,2.3668639053254568,42.02898550724639,-6.199770378874867,-2.6195899772209414,7.2839079479769016,13.468358092486,117.50455274566002,8.55
1967-01-01,S&P Composite,31.8,23.694111549106,2.72,5.19,-11.337621279843022,4.62,1.9230769230769278,14.06593406593408,10.526315789473696,9.254406860409732,20.336511949686,38.803859198112995,685.83391218553,91.73
2011-01-01,S&P Composite,215.949,20.315066787662,22.41,50.97,11.811271816855477,3.59,2.7213311262058353,242.5403225806451,48.34710743801653,26.530379689138083,24.673192177320004,56.117474577331,1222.5175872312,1110.38
1883-01-01,S&P Composite,10.18058017,15.958754206105,0.32,0.44,-2.828618968386022,3.6266666666667,6.999727653075132,-10.20408163265306,-2.683363148479406,2.910958904109588,7.4732951098601,10.275780776058001,140.35782378206002,6.01
2001-01-01,S&P Composite,168.3,44.19931781288101,16.48,48.17,-6.8419800095192755,6.28,2.684563758389265,27.738000530363298,35.05376344086021,20.05209865131718,23.281329292929,68.049856313131,2018.2991222222,1428.68
1894-01-01,S&P Composite,7.611651901,18.013009251276,0.24,0.37,-19.963702359346634,3.7375,1.2658691602351664,8.823529411764696,3.771402128643172,1.8484288354898273,7.4966460292939985,11.557329295162,172.11049842254,5.51
1935-01-01,S&P Composite,13.2,12.281801622600998,0.44,0.44,-7.121364092276838,3.1358333333333,0.7633587786259515,7.317073170731714,-6.136193564479984,46.18768328445748,7.9252583333333,7.9252583333333,179.57914905303002,9.97
1980-01-01,S&P Composite,67.7,9.011941819133801,5.07,12.33,12.163146394756007,9.01,9.017713365539455,13.223140495867764,17.16514954486345,2.440844169686641,17.80549176514,43.302113109306,337.53171864845,96.11
1983-01-01,S&P Composite,94.0,7.8325621371419,6.63,15.36,12.600969305331185,13.72,8.922363847045196,3.6437246963562693,6.85358255451714,-7.265917602996256,16.769509388297998,38.850628085106,313.13201542553,123.8
1950-01-01,S&P Composite,24.1,10.159652938901,0.93,2.29,8.88742593811718,2.3208333333333,2.991452991453004,42.23602484472049,-4.262633207290423,1.0645375914837003,9.1748841286307,22.591918983402,149.85644076763,15.19
1886-01-01,S&P Composite,8.277679339,13.432292746945,0.31,0.31,19.815668202764986,3.5283333333333,-10.30881694400637,-22.500000000000007,-2.554660529344092,-18.726591760299627,8.904053839430803,8.904053839430803,124.65675375202999,4.34
1975-01-01,S&P Composite,46.2,13.493329686206,3.38,8.16,-29.236125764929316,6.74,8.705882352941183,27.10280373831776,5.974842767295596,-19.336170212765957,17.394398160172994,41.993576623376995,487.76362651515,94.78
1973-01-01,S&P Composite,41.1,16.603557212925,3.07,5.7,18.48341232227488,5.93,3.266331658291468,11.111111111111118,-7.198748043818466,10.12770682953915,17.759520498783,32.973702554745,573.68457585158,99.17
1913-01-01,S&P Composite,9.038839669,13.929258419578,0.47,0.59,2.963776070252485,4.0075,-2.0614123639157085,-19.178082191780824,0.8387502621085974,0.6629834254143504,12.362885789782,15.519367268025,239.62955222323,9.11
1912-01-01,S&P Composite,9.229089256,13.741478417782,0.47,0.73,0.6629834254143504,3.974166666666701,-7.619781117154964,-3.947368421052635,1.9670729099859106,-12.135922330097086,12.108035733575,18.806098054276,233.14409231671002,9.05
1996-01-01,S&P Composite,149.7,19.912174752457,13.18,30.6,35.013950218590054,7.81,2.6748971193415483,39.85374771480806,35.35528596187175,-2.3092606502843633,20.932846659987,48.599780561121996,722.94555926854,455.19
1906-01-01,S&P Composite,8.467928926,18.159679118703,0.31,0.49,15.636363636363626,3.4733333333333,4.705451141876972,-7.547169811320761,2.407862407860404,25.570776255707756,8.7040058016661,13.757944654245998,231.6388640766,8.25
1924-01-01,S&P Composite,16.9,7.96467986494,0.51,0.69,-2.6195899772209414,4.355,-2.3121387283237116,137.9310344827586,-0.24813895781560408,20.109439124487004,7.174938017751499,9.707269082840199,123.52148195266001,8.78
1926-01-01,S&P Composite,17.3,9.3106396804164,0.55,0.93,22.63779527559056,3.8766666666667,0.0,-5.102040816326523,-5.099959200325586,18.830409356725138,7.5587723988439,12.781196965318001,139.63114104046002,10.16
1873-01-01,S&P Composite,12.65439174,,0.26,0.4,6.962025316455697,5.3566666666667,,,,,4.8850246041142,7.515422467868099,89.057756244237,4.74
1970-01-01,S&P Composite,35.5,22.277872995435,3.07,5.76,-14.450704225352112,6.03,4.719764011799414,8.067542213883671,5.789473684210527,11.752360965372512,20.561022323943998,38.577032112676,713.27325,106.5
1978-01-01,S&P Composite,58.2,11.597589726583,4.05,9.91,-10.391595033428853,6.87,4.86486486486487,24.49748743718593,-14.124999999999998,18.038331454340472,16.54499806701,40.484180455326,427.71883891753,104.7
1976-01-01,S&P Composite,51.9,8.2890600559231,3.6,8.89,32.249888176532,7.43,12.337662337662328,8.946078431372555,10.2373887240356,-29.236125764929316,16.491867052023,40.725749470135,307.25264532755,67.07
1923-01-01,S&P Composite,17.3,6.1141588494173,0.46,0.29,20.109439124487004,4.3658333333333,-10.824742268041227,-63.74999999999999,-14.058398950131892,7.342143906020558,6.3218823699422,3.9855345375723,100.46295679191,7.31
1966-01-01,S&P Composite,31.2,22.752984772787,2.5,4.55,9.254406860409732,4.18,0.9708737864077693,13.184079601990057,1.2106537530266301,13.199406768235125,19.051101762821,34.673005208333,639.81220160256,83.96
1914-01-01,S&P Composite,9.704834711,13.388999452580002,0.48,0.7,-14.285714285714302,4.4133333333332985,7.368147532078993,18.644067796610166,10.126845498023659,2.963776070252485,11.759470758492,17.149228189467,229.79965773886002,9.38
1929-01-01,S&P Composite,17.3,18.646624021403,0.77,1.11,32.588774341351645,3.3308333333333,-2.2598870056497096,-10.483870967741927,-1.1133102424542443,29.42920681986657,10.582281358382,15.254977023120999,239.95666560694,17.46
1999-01-01,S&P Composite,161.3,33.03175764629,15.5,39.72,23.658260336461023,5.81,1.7023959646910576,2.5561580170410587,-7.777777777777782,29.481331987891018,22.847148946062998,58.547661686299,1418.5426278208,962.37
1909-01-01,S&P Composite,8.753424792999999,11.333306235811,0.44,0.66,37.44292237442921,3.8533333333333,-2.1271971554044913,-13.157894736842103,5.570776255706857,-33.231707317073166,11.951140550571,17.926710825857,178.45225776649,6.57
1965-01-01,S&P Composite,30.9,21.038599376737,2.28,4.02,13.199406768235125,4.13,1.644736842105263,9.536784741144405,6.994818652849742,18.406768837803323,17.543290291262,30.931590776699,570.6955442556599,74.17
1890-01-01,S&P Composite,8.277679339,14.946748301089,0.23,0.26,3.5019455252918408,3.4683333333333,0.0,-27.777777777777775,-5.172020961495563,-2.4667931688804536,6.6062334937712,7.4679161233936,147.63495720863,5.14
1990-01-01,S&P Composite,120.5,14.702086748571999,9.73,23.76,26.07594936708861,9.11,4.4194107452339635,35.77142857142858,1.334816462736365,14.730290456431536,19.19819840249,46.880698257261,545.5603143153501,276.5
1933-01-01,S&P Composite,14.6,9.3060328679683,0.82,0.61,-19.194312796208525,3.6516666666667,-9.316770186335415,-37.11340206185567,9.467899075695325,-45.58349451966473,13.353517465752999,9.933714212328802,137.44352123288,8.44
1985-01-01,S&P Composite,101.3,9.815010903608698,7.09,14.03,0.060827250608269046,11.83,3.79098360655738,10.996835443037964,12.239089184060731,17.93400286944046,16.640695434353002,32.929331021718,385.8575923001,164.4
1940-01-01,S&P Composite,14.0,15.756484438994,0.51,0.64,-2.521670606776992,2.3766666666667,-2.77777777777778,-43.36283185840708,-7.522697795070041,15.154264972776769,8.661175178571401,10.868925714286,215.51041767856998,12.69
1974-01-01,S&P Composite,42.5,18.645719442074,3.15,6.42,-19.336170212765957,6.36,3.406326034063257,12.631578947368416,7.2512647554806176,18.48341232227488,17.622045,35.915406,657.33025,117.5
1958-01-01,S&P Composite,27.6,17.197522725560994,1.74,3.41,-13.156761412575365,3.59,2.9850746268656745,-5.80110497237569,21.28378378378378,2.358386599074279,14.989075543478,29.375142300725003,400.05325760870005,46.44
1874-01-01,S&P Composite,12.93980661,,0.3,0.43,-12.820512820512828,5.561666666666699,2.2554609961837673,7.499999999999993,3.8270068450528543,6.962025316455697,5.5122404182515,7.9008779328272,93.15686306845,5.07
1962-01-01,S&P Composite,29.8,17.562090833957,1.95,3.27,26.30281690140845,3.84,1.3605442176870821,-3.5398230088495604,-18.123667377398732,-3.8266169996613697,15.557973573826,26.089524916107006,453.17584563758,56.8
1916-01-01,S&P Composite,10.1,10.172217991998,0.42,0.52,28.97959183673471,4.2333333333333,0.9999999999999963,-17.46031746031746,1.1750647281401956,-8.5820895522388,9.886955940594099,12.240993069307,173.0217289604,7.35
1961-01-01,S&P Composite,29.4,18.6247289779,1.83,3.39,-3.8266169996613697,4.69,1.7301038062283738,17.301038062283737,21.502590673575146,10.413161338567956,14.799206887755,27.414924234694,477.61811955782014,59.06
1992-01-01,S&P Composite,133.8,15.846041687242,12.1,21.34,18.177946768060835,8.08,6.106264869151481,-6.812227074235802,3.061224489795921,-5.69420539300058,21.501261397607998,37.920406464873,584.1768334267599,328.75
1984-01-01,S&P Composite,97.6,8.467738401400501,6.87,12.64,17.93400286944046,10.54,3.8297872340425467,-17.708333333333325,-23.17784256559768,12.600969305331185,16.735612115779,30.791577459016,339.58432735656004,139.4
1988-01-01,S&P Composite,110.5,14.085139814742998,8.28,14.48,-3.057119871279161,7.11,1.0978956999085112,-0.8898015058179263,-23.218142548596106,19.92281717317896,17.815693846154,31.155947692308,534.90114615385,248.6
2012-01-01,S&P Composite,219.179,22.388191381896,22.73,77.35,0.14417694296553152,3.29,1.4957235273143148,51.75593486364527,-8.356545961002782,11.811271816855477,24.656712812359,83.906587595071,1346.7685287253998,1241.53
1876-01-01,S&P Composite,11.51265124,,0.33,0.46,-3.744493392070483,5.1033333333333,-5.468547363048961,0.0,-6.8593155893547895,2.714932126696835,6.8151163328386986,9.4998591306237,93.759479245721,4.54
1969-01-01,S&P Composite,33.9,21.751597808723997,2.92,5.33,11.752360965372512,5.7,3.0395136778115504,-3.9639639639639594,17.76859504132232,17.176933480880365,20.479428613569,37.381970722714,668.38683112094,95.3
2002-01-01,S&P Composite,174.0,37.275951962007,16.27,50.0,-13.975190280480565,5.24,3.386809269162203,3.799045048785547,-16.560509554140125,-6.8419800095192755,22.231716048851,68.321192528736,1818.6144954454,1330.93
1895-01-01,S&P Composite,7.0407735539999985,15.612694335465,0.25,0.26,-2.4943310657596443,3.704166666666701,-7.500058521133908,-29.729729729729726,-0.8918617614260608,-19.963702359346634,8.4421742929413,8.779861264658999,148.91995452748998,4.41
1959-01-01,S&P Composite,28.4,13.673246057951,1.79,3.37,32.63079593354824,3.21,2.898550724637671,-1.1730205278592385,-10.584958217270191,-13.156761412575365,14.985435651408,28.212803433098998,337.63274850352,40.33
2003-01-01,S&P Composite,176.7,30.500159723564,15.74,24.69,-21.46419431755654,5.09,1.5517241379310278,-50.62,-2.862595419847335,-13.975190280480565,21.178873712507,33.22149885399,1540.5545031551,1144.93
1995-01-01,S&P Composite,145.8,21.16539440231,12.58,21.88,-2.3092606502843633,5.77,2.748414376321357,14.614981665793605,-14.771048744460858,6.957579652924434,20.514351817558,35.679969615912,759.8300659293599,465.95
2013-01-01,S&P Composite,225.672,20.51650563317,26.43,86.95,14.39452433806261,1.98,2.962418844871085,12.411118293471246,-39.81762917933131,0.14417694296553152,27.845445303361,91.60656334193001,1309.9053747474,1243.32
2008-01-01,S&P Composite,201.8,27.273038665477,24.88,81.51,4.433713164174464,4.56,2.540650406504065,16.559416559416558,2.0134228187919434,12.229908008272137,29.313244895937,96.033866216551,1668.8049170217996,1416.42
1956-01-01,S&P Composite,26.7,15.789062002327,1.54,2.77,29.73977695167286,2.51,-0.743494423791819,10.358565737051803,-3.0888030888030915,40.83769633507854,13.713368352060002,24.666253464418997,311.40031900749,34.97
1951-01-01,S&P Composite,23.6,10.529330904131,1.14,2.32,19.4074969770254,2.3191666666667,-2.0746887966804977,1.3100436681222623,-0.07181328545493258,8.88742593811718,11.484908262711999,23.372795762712002,166.63191461864,16.54
1872-01-01,S&P Composite,,,,,,,,,,,,,,
1981-01-01,S&P Composite,76.7,8.7452044046693,5.65,14.86,23.8404452690167,10.39,13.293943870014772,20.519059205190587,15.316315205327424,12.163146394756007,17.5140976206,46.06362666232099,334.16278292047,107.8
1979-01-01,S&P Composite,62.1,9.6782665825359,4.67,10.89,2.440844169686641,7.69,6.701030927835048,9.88900100908174,11.935953420669582,-10.391595033428853,17.879689090177,41.693750362319,359.20180523349,93.82
1911-01-01,S&P Composite,9.990330579,14.750638489265,0.44,0.76,-12.135922330097086,3.8975,10.526693080565144,31.0344827586207,3.404819809859801,14.064230343300126,10.471466301616,18.087078157336,245.12750660601003,10.3
1937-01-01,S&P Composite,13.8,16.159192714615,0.47,0.76,30.828220858895705,2.6616666666667004,2.9850746268656745,55.102040816326536,-5.5309080153788654,40.820734341252695,8.097546557970999,13.093905072464,224.66384492754003,13.04
1904-01-01,S&P Composite,8.563094215,19.633232126824,0.33,0.63,-18.385093167701864,3.29,7.142712377290946,26.0,3.676470588236383,1.2578616352201324,9.1625825350095,17.492203021382,223.51148305099,8.05
1910-01-01,S&P Composite,9.038839669,14.582482908962,0.4,0.58,14.064230343300126,3.7691666666667,3.260608079117141,-12.121212121212132,-2.1842560553616193,37.44292237442921,10.521604927474,15.256327144838,237.52523123773,9.03
1986-01-01,S&P Composite,105.3,9.5950548011335,7.53,16.64,26.018237082066875,11.5,3.948667324777887,18.602993585174634,-2.7895181741335593,0.060827250608269046,17.002049928775,37.571595061728,371.42592473884,164.5
1994-01-01,S&P Composite,141.9,20.449250309211,12.38,19.09,6.957579652924434,6.77,2.9006526468455403,19.536631183468998,-4.513399153737662,12.130961880003088,20.743065151515,31.985873484848,729.92802121212,435.64
1897-01-01,S&P Composite,6.7553424789999985,16.548415156668,0.19,0.25,-2.314814814814827,3.5883333333333,2.898531047321936,56.25,3.1130268199224163,0.4651162790697782,6.6871476376557,8.7988784705996,152.04461997196,4.32
1896-01-01,S&P Composite,6.5650523970000005,16.672466333768,0.21,0.16,0.4651162790697782,3.48,-6.75666037760484,-38.46153846153847,-6.051743532059358,-2.4943310657596443,7.6052900237043,5.7945066847271,155.72736715204,4.3
1934-01-01,S&P Composite,13.1,8.257073999100701,0.5,0.41,46.18768328445748,3.3408333333333,-10.273972602739727,-32.786885245901644,-8.512094933821924,-19.194312796208525,9.0747232824428,7.441273091603099,123.77922557252,6.82
1953-01-01,S&P Composite,26.5,12.147072568107,1.41,2.44,11.234515164459628,2.6708333333333,6.0,-14.084507042253518,4.772801569137563,18.531645569620252,12.650506698113,21.891656981132,210.03429915094003,23.41
1954-01-01,S&P Composite,26.7,12.933964306161,1.41,2.4,-4.646697388632877,2.8175,0.7547169811320728,-1.6393442622950833,5.49141965678758,11.234515164459628,12.555746348315001,21.371483146067,231.88059213483,26.04
1881-01-01,S&P Composite,9.704834711,,0.2,0.38,18.69918699186992,4.0366666666667,18.604559084136252,22.580645161290324,-4.570527974782517,42.60869565217391,4.8997794827049015,9.309581017139301,120.53457527454,4.92
1875-01-01,S&P Composite,12.17864628,,0.33,0.46,2.714932126696835,5.4791666666667,-5.882316119096923,6.976744186046519,-1.4833682948756204,-12.820512820512828,6.442428468330599,8.9803548346426,86.289496454609,4.42
1887-01-01,S&P Composite,8.18251405,16.304475952279,0.24,0.27,8.461538461538453,3.3825,-1.149661458274091,-12.903225806451607,-4.13320736891738,19.815668202764986,6.973634221868499,7.8453384996021,151.09540814048,5.2
1880-01-01,S&P Composite,8.18251405,,0.18,0.31,42.60869565217391,4.23,-14.000306441527613,3.3333333333333366,-2.7399885035454745,6.153846153846159,5.2302256664014015,9.007610869913501,100.24599193936,3.45
1963-01-01,S&P Composite,30.0,22.041480198382,2.02,3.19,-12.68469473097295,4.06,0.671140939597313,-2.4464831804281366,5.72916666666666,26.30281690140845,16.009021833333,25.281574083333002,568.55803283333,71.74
1905-01-01,S&P Composite,8.087381157000001,16.042894140050002,0.35,0.53,25.570776255707756,3.3916666666667004,-5.555387410857752,-15.87301587301587,3.090172239109432,-18.385093167701864,10.289512870055999,15.581262346085,193.14885587505,6.57
1943-01-01,S&P Composite,15.5,10.086593309918,0.71,1.16,8.675799086757989,2.4175,9.9290780141844,10.476190476190464,22.612003381232075,-16.809116809116805,10.890838870968,17.793483225806,134.37147677419,8.76
1946-01-01,S&P Composite,17.8,11.638683593355,0.64,0.93,32.290076335877856,2.3791666666667,2.298850574712656,-1.0638297872340319,-4.0336134453781005,14.111498257839713,8.548593258427,12.422174578652001,174.97901825843002,13.1
1907-01-01,S&P Composite,8.467928926,19.577960809096002,0.33,0.67,3.144654088050322,3.4341666666667003,0.0,36.73469387755103,-1.127639155468327,15.636363636363626,9.265554563063901,18.811883506826998,267.85875918676004,9.54
1998-01-01,S&P Composite,158.6,27.724814914313,14.9,38.73,29.481331987891018,6.3,3.3224755700325694,14.045936395759707,10.332749562171626,20.93821696470702,22.336636034048,58.060262657629,1114.2083712957,743.25
1952-01-01,S&P Composite,25.0,11.306665788891001,1.47,2.84,18.531645569620252,2.5491666666667,5.932203389830502,22.413793103448278,9.917355371900683,19.4074969770254,13.9801557,27.0092804,187.8286225,19.75
1936-01-01,S&P Composite,13.4,11.639337566476,0.45,0.49,40.820734341252695,2.8175,1.5151515151515234,11.36363636363636,-10.151474887057246,-7.121364092276838,7.984402052238799,8.6941266791045,164.3012511194,9.26
1900-01-01,S&P Composite,6.7553424789999985,21.403631985448,0.2,0.35,6.548672566371668,3.1208333333333,1.4286235467491624,12.903225806451607,-6.956521739132366,18.947368421052637,7.0391027764797,12.318429858839,198.85465343555,5.65
1903-01-01,S&P Composite,7.9922320660000015,21.68021514103,0.32,0.5,1.2578616352201324,3.1733333333333,4.999968074604169,4.1666666666666705,2.228187919460908,15.72052401746725,9.5195534078227,14.874302199723001,236.50140497559,7.95
