Year,YALE.SPCOMP - S&P Composite,YALE.SPCOMP - Dividend,YALE.SPCOMP - Earnings,YALE.SPCOMP - CPI,YALE.SPCOMP - Long Interest Rate,YALE.SPCOMP - Real Price,YALE.SPCOMP - Real Dividend,YALE.SPCOMP - Real Earnings,YALE.SPCOMP - Cyclically Adjusted PE Ratio
1872-04-30,5.18,0.2733,0.41,13.13013719,5.415,93.79834552970101,4.9488586550709,7.424193372042001,
1872-05-31,5.18,0.2767,0.4125,13.13013719,5.433333333333301,93.79834552970101,5.0104251366927,7.4694628438227,
1872-06-30,5.13,0.28,0.415,13.0349719,5.4516666666667,93.571145903276,5.1071970473523,7.5695956237543,
1872-07-31,5.1,0.2833,0.4175,12.84464132,5.47,94.40236553059299,5.2439588538857,7.7280367860829005,
1872-08-31,5.04,0.2867,0.42,12.93980661,5.4883333333333,92.605639026625,5.2678644263757,7.7171365855521,
1872-09-30,4.95,0.29,0.4225,13.0349719,5.5066666666667,90.287947801406,5.2895969419006,7.7063955446655,
1872-10-31,4.97,0.2933,0.425,12.74947603,5.525,92.682712192997,5.469585409699401,7.9255840406486,
1872-11-30,4.95,0.2967,0.4275,13.13013719,5.5433333333333,89.63355412587299,5.372580910938701,7.7410796745072,
1872-12-31,5.07,0.3,0.43,12.93980661,5.561666666666699,93.15686306845,5.5122404182515,7.9008779328272,
1873-01-31,5.11,0.3025,0.4325,12.93980661,5.58,93.891828457551,5.5581757550703,7.946813269645901,
1873-02-28,5.15,0.305,0.435,13.22522149,5.5708333333333,92.584643170313,5.4831681877564,7.820256267783701,
1873-03-31,5.11,0.3075,0.4375,13.22522149,5.561666666666699,91.86553914568898,5.528112189295401,7.865200269322701,
1873-04-30,5.04,0.31,0.44,13.22522149,5.5525,90.60710710259701,5.573056190834401,7.910144270861701,
1873-05-31,5.05,0.3125,0.4425,12.93980661,5.5433333333333,92.78938037389999,5.741917102345299,8.130554616921,
1873-06-30,4.98,0.315,0.445,12.55922645,5.5341666666666995,94.275996990245,5.963240773479299,8.4242607752327,
1873-07-31,4.97,0.3175,0.4475,12.55922645,5.525,94.08668775934,6.0105680812054,8.4715880829587,
1873-08-31,4.97,0.32,0.45,12.55922645,5.5158333333333,94.08668775934,6.057895388931401,8.5189153906848,
1873-09-30,4.59,0.3225,0.4525,12.55922645,5.5066666666667,86.892936984984,6.1052226966574,8.5662426984108,
1873-10-31,4.19,0.325,0.455,12.27381157,5.4975,81.16508607114001,6.2956212346349005,8.8138697284889,
1873-11-30,4.04,0.3275,0.4575,11.8932314,5.4883333333333,80.763694717989,6.5470569356786,9.145888696405901,
1873-12-31,4.42,0.33,0.46,12.17864628,5.4791666666667,86.289496454609,6.442428468330599,8.9803548346426,
1874-01-31,4.66,0.33,0.46,12.36889587,5.47,89.575587558083,6.3433355996068,8.84222538127,
1874-02-28,4.8,0.33,0.46,12.36889587,5.436666666666699,92.266699630644,6.3433355996068,8.84222538127,
1874-03-31,4.73,0.33,0.46,12.36889587,5.4033333333333005,90.921143594364,6.3433355996068,8.84222538127,
1874-04-30,4.6,0.33,0.46,12.17864628,5.37,89.80354834642598,6.442428468330599,8.9803548346426,
1874-05-31,4.48,0.33,0.46,12.08348099,5.336666666666701,88.14965827161,6.493166792328401,9.051080983245699,
1874-06-30,4.46,0.33,0.46,11.79806612,5.3033333333333,89.879100033388,6.650247311887401,9.2700417074794,
1874-07-31,4.46,0.33,0.46,11.8932314,5.27,89.159920406493,6.5970344695387,9.1958662302661,
1874-08-31,4.47,0.33,0.46,11.79806612,5.2366666666667,90.08062267920201,6.650247311887401,9.2700417074794,
1874-09-30,4.54,0.33,0.46,11.79806612,5.203333333333299,91.49128119990601,6.650247311887401,9.2700417074794,
1874-10-31,4.53,0.33,0.46,11.60773554,5.17,92.786625245599,6.7592905808052,9.4220414156679,
1874-11-30,4.57,0.33,0.46,11.51265124,5.1366666666667005,94.379035275979,6.815116332838699,9.4998591306237,
1874-12-31,4.54,0.33,0.46,11.51265124,5.1033333333333,93.759479245721,6.815116332838699,9.4998591306237,
1875-01-31,4.54,0.3275,0.4517,11.51265124,5.07,93.759479245721,6.7634866636506,9.3284486289189,
1875-02-28,4.53,0.325,0.4433,11.51265124,5.03,93.55296056896799,6.7118569944624005,9.154972940446699,
1875-03-31,4.59,0.3225,0.435,11.51265124,4.99,94.79207262948401,6.6602273252742,8.983562438742,
1875-04-30,4.65,0.32,0.4267,11.60773554,4.95,95.24454909316499,6.5544635935081,8.739967547968401,
1875-05-31,4.47,0.3175,0.4183,11.32232066,4.91,93.865663622708,6.6671919910984005,8.783894204335299,
1875-06-30,4.38,0.315,0.41,11.13207107,4.87,93.547637133438,6.727741026719801,8.7567422887465,
1875-07-31,4.39,0.3125,0.4017,11.13207107,4.83,93.76121621365101,6.6743462566665,8.579471652169401,
1875-08-31,4.41,0.31,0.3933,11.22715537,4.79,93.390680269886,6.5648777513979,8.3289239342735,
1875-09-30,4.37,0.3075,0.385,11.13207107,4.75,93.334058053224,6.5675567165598,8.2227945882131,
