Year,YALE.SPCOMP - S&P Composite,YALE.SPCOMP - Dividend,YALE.SPCOMP - Earnings,YALE.SPCOMP - CPI,YALE.SPCOMP - Long Interest Rate,YALE.SPCOMP - Real Price,YALE.SPCOMP - Real Dividend,YALE.SPCOMP - Real Earnings,YALE.SPCOMP - Cyclically Adjusted PE Ratio
1905-03-31,9.05,0.315,0.535,8.372844628,3.4716666666667004,256.98645240644,8.944832321329,15.192016799716999,19.831506074217998
1905-04-30,8.94,0.3167,0.55,8.372844628,3.4675,253.86286016724,8.9931060195711,15.617961195971,19.482927524711002
1905-05-31,8.5,0.3183,0.565,8.277679339,3.4633333333332996,244.14341172633,9.142452700293,16.228356191221,18.629487509845
1905-06-30,8.6,0.32,0.58,8.277679339,3.4591666666667003,247.0156871584,9.191281382638302,16.659197506032,18.735862386184
1905-07-31,8.87,0.3217,0.595,8.277679339,3.455,254.770830825,9.2401100649835,17.090038820843,19.205883309548
1905-08-31,9.2,0.3233,0.61,8.372844628,3.4508333333333,261.24589636897,9.1805215539227,17.321738780986,19.573308430804
1905-09-30,9.23,0.325,0.625,8.277679339,3.4466666666667,265.11102238047,9.334895154242,17.951721450465,19.743492419698
1905-10-31,9.36,0.3267,0.64,8.277679339,3.4425,268.84498044217,9.3837238365872,18.382562765277,19.89739481433
1905-11-30,9.31,0.3283,0.655,8.372844628,3.4383333333332997,264.36948860817,9.3225030193406,18.599571969748002,19.443525693265
1905-12-31,9.54,0.33,0.67,8.467928926,3.4341666666667003,267.85875918676004,9.265554563063901,18.811883506826998,19.577960809096002
1906-01-31,9.87,0.3358,0.6775,8.467928926,3.43,277.12431374982003,9.428403703869302,19.022464292351,20.132402260808
1906-02-28,9.8,0.3417,0.685,8.467928926,3.45,275.15889308492996,9.594060588481598,19.233045077874998,19.866752563676
1906-03-31,9.56,0.3475,0.6925,8.467928926,3.47,268.42030794814997,9.756909729286999,19.443625863399,19.259453020854
1906-04-30,9.43,0.3533,0.7,8.467928926,3.49,264.77024099907004,9.919758870092302,19.654206648922997,18.876204996115998
1906-05-31,9.18,0.3592,0.7075,8.563094215,3.51,254.88638688299,9.973332262349802,19.644021647028,18.054044460926
1906-06-30,9.3,0.365,0.715,8.563094215,3.53,258.21823507754,10.134371591753,19.852262159187,18.172666376497
1906-07-31,9.06,0.3708,0.7225,8.277679339,3.55,260.22815414595,10.650397302132,20.752189996738,18.195200143514
1906-08-31,9.73,0.3767,0.73,8.467928926,3.57,273.19347242004,10.576770920928,20.496529791020002,18.967251477549
1906-09-30,10.03,0.3825,0.7375,8.563094215,3.59,278.48697826105,10.620266120125,20.476983695664998,19.200993682001
1906-10-31,9.73,0.3883,0.745,8.753424792999999,3.61,264.28317626605,10.546881535879,20.235453886763,18.095380908869
1906-11-30,9.93,0.3942,0.7525,8.848509091,3.63,266.81720425662996,10.592078742997,20.219531339689,18.141851654008
1906-12-31,9.84,0.4,0.76,8.94367438,3.65,261.58558111549,10.633560207947001,20.203764395099,17.660003667769
1907-01-31,9.56,0.4033,0.7517,8.848509091,3.67,256.87537489359,10.836594005710001,20.198035492418,17.218913853706
1907-02-28,9.26,0.4067,0.7433,9.038839669,3.6866666666667003,243.57515407102997,10.697841810009,19.551772356479002,16.217071288766
1907-03-31,8.35,0.41,0.735,8.94367438,3.7033333333333,221.97556934089002,10.899399213145001,19.539166882102002,14.687545255979
1907-04-30,8.39,0.4133,0.7267,8.94367438,3.72,223.03892536168,10.987126084861,19.318520507787,14.669709905603002
1907-05-31,8.1,0.4167,0.7183,9.134004959,3.7366666666667,210.84264609495,10.846682793552,18.69731761605,13.790107153424001
1907-06-30,7.84,0.42,0.71,9.229089256,3.7533333333332997,201.97234074729,10.819946825748,18.290862491145,13.144269952673
1907-07-31,8.14,0.4233,0.7017,9.229089256,3.77,209.70087419425,10.904960693664,18.077039732446,13.585007357962
1907-08-31,7.53,0.4267,0.6933,9.229089256,3.7866666666667004,193.98618951876,10.992550739396998,17.860640795931,12.513471604447
1907-09-30,7.45,0.43,0.685,9.229089256,3.8033333333333,191.92524726624,11.077564607313,17.646818037231,12.328569657737
1907-10-31,6.64,0.4333,0.6767,9.324254545,3.82,169.31235117842,11.048650868315,17.255070488319,10.831840153051
1907-11-30,6.25,0.4367,0.6683,8.94367438,3.8366666666667,166.14937824916998,11.609189357026,17.766020717427,10.59117755919
1907-12-31,6.57,0.44,0.66,8.753424792999999,3.8533333333332997,178.45225776649,11.951140550571,17.926710825857,11.333306235811
1908-01-31,6.85,0.4367,0.6533,8.658259504,3.87,188.10253801558997,11.9918800513,17.939764684027,11.902968628266999
1908-02-29,6.6,0.4333,0.6467,8.563094215,3.8608333333332996,183.25165070018997,12.030748522484,17.955885228457,11.554846295145
1908-03-31,6.87,0.43,0.64,8.563094215,3.8516666666667003,190.74830913793,11.939122697134,17.769857037593997,11.984662664463999
1908-04-30,7.24,0.4267,0.6333,8.658259504,3.8425,198.81202558143997,11.717277806022,17.39056019347,12.44888915837
1908-05-31,7.63,0.4233,0.6267,8.658259504,3.8333333333332997,209.52151314729,11.623913042628,17.209322711587,13.078451355438002
1908-06-30,7.64,0.42,0.62,8.658259504,3.8241666666667005,209.79611539257,11.533294301686,17.02533920725,13.05168412923
1908-07-31,7.92,0.4167,0.6133,8.753424792999999,3.815,215.12052991029,11.318273335053,16.658260226512002,13.345487104834001
1908-08-31,8.26,0.4133,0.6067,8.753424792999999,3.8058333333333,224.35550215391004,11.225923612616,16.478993118254,13.884232895209
1908-09-30,8.17,0.41,0.6,8.753424792999999,3.7966666666667,221.91095067766003,11.136290058487,16.297009841688002,13.701442268825
1908-10-31,8.27,0.4067,0.5933,8.848509091,3.7875,222.21332116841,10.927951356612999,15.941857732674999,13.690810359179
1908-11-30,8.83,0.4033,0.5867,8.94367438,3.7783333333332996,234.73584159042002,10.721287079662,15.596774435006001,14.435014091256
1908-12-31,9.03,0.4,0.58,9.038839669,3.7691666666667003,237.52523123773,10.521604927474,15.256327144838,14.582482908962
1909-01-31,9.06,0.4033,0.595,8.94367438,3.76,240.85013870999,10.721287079662,15.817420809321,14.764418456441
1909-02-28,8.8,0.4067,0.61,9.038839669,3.7725,231.47530840442997,10.697841810009,16.045447514398,14.167157516701
1909-03-31,8.92,0.41,0.625,9.038839669,3.785,234.63178988267998,10.784645050660998,16.440007699178,14.336058380586
1909-04-30,9.32,0.4133,0.64,9.229089256,3.7975,240.09977241897002,10.647342912099,16.487538020187,14.645198603086
1909-05-31,9.63,0.4167,0.655,9.324254545,3.81,245.55390690483998,10.625369990368,16.701745485220002,14.953509786583
1909-06-30,9.8,0.42,0.67,9.419419835,3.8225,247.36406178035,10.601316933444,16.911624631922,15.040444676081
1909-07-31,9.94,0.4233,0.685,9.419419835,3.835,250.89783409150002,10.684612995064,17.290243093831002,15.231503240497998
1909-08-31,10.18,0.4267,0.7,9.514585124,3.8475,254.38564724117995,10.662706844579,17.492136843696002,15.417580706255
1909-09-30,10.19,0.43,0.715,9.609669421,3.86,252.11600590605,10.638850102022001,17.690180983594,15.254446436821
1909-10-31,10.23,0.4333,0.73,9.8,3.8725,248.18997780612003,10.512289089286,17.710526275510002,14.988845296122
1909-11-30,10.18,0.4367,0.745,9.895165289,3.885,244.6016639753,10.492882775836,17.900612933359,14.745631176824999
1909-12-31,10.3,0.44,0.76,9.990330579,3.8975,245.12750660601003,10.471466301616,18.087078157336,14.750638489265
1910-01-31,10.08,0.4425,0.7575,9.895165289,3.91,242.19889713860002,10.632243252364,18.200958787946,14.547885040564001
1910-02-28,9.72,0.445,0.755,9.895165289,3.9158333333332997,233.54893652651,10.692312423281999,18.140889617028,14.002037903032999
1910-03-31,9.96,0.4475,0.7525,10.08541488,3.9216666666667,234.80116764418,10.549550453893,17.739746852635,14.050006965078001
1910-04-30,9.72,0.45,0.75,10.18058017,3.9275,227.001338962,10.509321248241001,17.515535413735,13.55988362082
1910-05-31,9.56,0.4525,0.7475,9.990330579,3.9333333333333,227.51640418965,10.768951139730001,17.789593319222,13.568792287251
1910-06-30,9.1,0.455,0.745,9.895165289,3.9391666666667002,218.65178213902,10.932589106951001,17.900612933359,13.019657302316
1910-07-31,8.64,0.4575,0.7425,9.895165289,3.945,207.59905469023,10.992658277868,17.840543762442,12.342581259985002
1910-08-31,8.85,0.46,0.74,9.8,3.9508333333333,214.70980484694,11.160057653061,17.95313622449,12.745055150886
1910-09-30,8.91,0.4625,0.7375,9.704834711,3.9566666666667003,218.2851759545,11.330740053755,18.067936842474,12.937161101071
1910-10-31,9.32,0.465,0.735,9.419419835,3.9625,235.24827099927003,11.73717231917,18.552304633526003,13.918866656446
1910-11-30,9.31,0.4675,0.7325,9.229089256,3.9683333333333,239.84215463741,12.043631288183999,18.870502499667,14.164523175779998
1910-12-31,9.05,0.47,0.73,9.229089256,3.9741666666667004,233.14409231671002,12.108035733575,18.806098054276,13.741478417782
1911-01-31,9.27,0.47,0.7183,9.229089256,3.98,238.81168351115002,12.108035733575,18.504685249844,14.049215181401
1911-02-28,9.43,0.47,0.7067,8.94367438,3.9825,250.68618190233997,12.494433244337001,18.786842497389998,14.721488469928
1911-03-31,9.32,0.47,0.695,9.038839669,3.985,245.15339481015,12.362885789782,18.281288561486,14.370623221979999
1911-04-30,9.28,0.47,0.6833,8.753424792999999,3.9875,252.06041888477998,12.765991042656,18.559578041376,14.752935420329
1911-05-31,9.48,0.47,0.6717,8.753424792999999,3.99,257.49275549867997,12.765991042656,18.24450251777,15.047660591685
1911-06-30,9.67,0.47,0.66,8.753424792999999,3.9925,262.65347528188,12.765991042656,17.926710825857,15.328355684719
1911-07-31,9.63,0.47,0.6483,8.848509091,3.995,258.75626152983995,12.628810271965001,17.419697232585,15.0831105787
1911-08-31,9.17,0.47,0.6367,9.134004959,3.9975,238.69469934454,12.234079464769001,16.573273181316,13.899790665653999
1911-09-30,8.67,0.47,0.625,9.229089256,4.0,223.35461661722,12.108035733575,16.101111347839,12.997953983252001
1911-10-31,8.72,0.47,0.6133,9.229089256,4.0025,224.64270552505002,12.108035733575,15.799698543406999,13.066472850618998
1911-11-30,9.07,0.47,0.6017,9.134004959,4.005,236.09170371372997,12.234079464769001,15.662224710535,13.727997586413
1911-12-31,9.11,0.47,0.59,9.038839669,4.0075,239.62955222322998,12.362885789782,15.519367268025,13.929258419578
1912-01-31,9.12,0.4708,0.5992,9.134004959,4.01,237.39320152912998,12.254903429814998,15.597149819765,13.794952631846002
1912-02-29,9.04,0.4717,0.6083,9.229089256,4.046666666666701,232.88647453514,12.151830756440999,15.670889652625,13.531634369687
1912-03-31,9.3,0.4725,0.6175,9.419419835,4.0833333333333,234.74344638339,11.926481550123999,15.586460015241,13.639769173943998
1912-04-30,9.59,0.4733,0.6267,9.704834711,4.12,234.9444261957,11.595328145821,15.353459009056001,13.654392690553
1912-05-31,9.58,0.4742,0.6358,9.704834711,4.1566666666667,234.69943722156003,11.617377153492999,15.576398975518998,13.645500685612
1912-06-30,9.58,0.475,0.645,9.609669421,4.1933333333333,237.0236836683,11.752218135954001,15.958275153032,13.785417404502999
1912-07-31,9.59,0.4758,0.6542,9.609669421,4.23,237.27109878695,11.772011345446,16.185897062191998,13.802876645016001
1912-08-31,9.81,0.4767,0.6633,9.704834711,4.2666666666667,240.33418362667004,11.678624397026999,16.250118654391,13.984761763426
1912-09-30,9.86,0.4775,0.6725,9.8,4.3033333333333,239.21340969387995,11.584625063776,16.315519068878,13.926285001316
1912-10-31,9.84,0.4783,0.6817,9.8,4.34,238.72818979592003,11.604033859693999,16.538720221939002,13.905092701178
1912-11-30,9.73,0.4792,0.6908,9.8,4.376666666666701,236.05948035714002,11.625868755102001,16.75949527551,13.749541018607
1912-12-31,9.38,0.48,0.7,9.704834711,4.413333333333299,229.79965773886002,11.759470758492,17.149228189467,13.388999452580002
1913-01-31,9.3,0.48,0.6942,9.8,4.45,225.62725255102,11.64527755102,16.841982658162998,13.148088791762
1913-02-28,8.97,0.48,0.6883,9.8,4.4258333333332995,217.62112423468997,11.64527755102,16.698842788265,12.682960516237
1913-03-31,8.8,0.48,0.6825,9.8,4.4016666666667,213.49675510204,11.64527755102,16.558129017857002,12.443453515184
1913-04-30,8.79,0.48,0.6767,9.8,4.3775,213.25414515306,11.64527755102,16.417415247449,12.433067081795
1913-05-31,8.55,0.48,0.6708,9.7,4.3533333333333,209.56997551546002,11.765331958763001,16.442051412370997,12.221401061154001
1913-06-30,8.12,0.48,0.665,9.8,4.3291666666667,196.99927857143,11.64527755102,16.133561607142997,11.491962852760999
1913-07-31,8.23,0.48,0.6592,9.9,4.305,197.65113964646,11.527648484848001,15.831303919191999,11.53402279546
1913-08-31,8.45,0.48,0.6533,9.9,4.2808333333333,202.93464520202,11.527648484848001,15.689609906566,11.846840543565
1913-09-30,8.53,0.48,0.6475,10.0,4.256666666666701,202.80736075,11.412372,15.3948143125,11.843316826626001
1913-10-31,8.26,0.48,0.6417,10.0,4.2325,196.3879015,11.412372,15.2569148175,11.471490240311999
1913-11-30,8.05,0.48,0.6358,10.1,4.2083333333333,189.49998886139,11.299378217822001,14.966968064356001,11.072537845038
1913-12-31,8.04,0.48,0.63,10.0,4.1841666666667,191.157231,11.412372,14.97873825,11.174040870037
1914-01-31,8.37,0.475,0.6208,10.0,4.16,199.00323675,11.293493125,14.76000112,11.636092105046
1914-02-28,8.48,0.47,0.6117,9.9,4.1666666666667,203.65512323232,11.287489141414001,14.690547037879,11.910233879798
1914-03-31,8.32,0.465,0.6025,9.9,4.1733333333333,199.81257373737,11.167409469697,14.469600441919,11.685526018836999
1914-04-30,8.12,0.46,0.5933,9.8,4.18,196.99927857143,11.160057653061,14.394048272959001,11.522662536199999
1914-05-31,8.17,0.455,0.5842,9.9,4.1866666666667,196.21018358586002,10.927250126263,14.030108843434,11.479008694164
1914-06-30,8.13,0.45,0.575,9.9,4.1933333333333,195.24954621211998,10.807170454545,13.809162247475,11.428715168832
1914-07-31,7.68,0.445,0.5658,10.0,4.2,182.597952,10.580219875,13.452333495,10.69434518304
1914-08-31,7.68,0.44,0.5567,10.2,4.2066666666667,179.0176,10.256216666667001,12.976445041666999,10.492046265075999
1914-09-30,7.68,0.435,0.5475,10.2,4.2133333333333,179.0176,10.13966875,12.761996875,10.500497301802
1914-10-31,7.68,0.43,0.5383,10.1,4.22,180.79005148515,10.122359653465,12.671781863861,10.612759466126
1914-11-30,7.68,0.425,0.5292,10.2,4.2266666666667,179.0176,9.9065729166667,12.3354315,10.516917642992
1914-12-31,7.35,0.42,0.52,10.1,4.2333333333333,173.0217289604,9.886955940594099,12.240993069307,10.172217991998
1915-01-31,7.48,0.4208,0.55,10.1,4.24,176.08197722772,9.905788237623801,12.947204207920999,10.359834197757
1915-02-28,7.38,0.4217,0.58,10.0,4.2241666666667,175.46521950000002,10.0262443175,13.789949499999999,10.329786209661
1915-03-31,7.57,0.4225,0.61,9.9,4.2083333333333,181.80062297979998,10.146732260101,14.649719949495001,10.707013188683
1915-04-30,8.14,0.4233,0.64,10.0,4.1925,193.5348085,10.0642855575,15.216496,11.401123789000001
1915-05-31,7.95,0.4242,0.67,10.1,4.1766666666667005,187.14595173266997,9.9858255,15.772048762376,11.026929876471
1915-06-30,8.04,0.425,0.7,10.1,4.1608333333333,189.26458514851,10.004657797030001,16.47825990099,11.154262189096
1915-07-31,8.01,0.4258,0.73,10.1,4.145,188.5583740099,10.023490094059,17.184471039604002,11.11362939395
1915-08-31,8.35,0.4267,0.76,10.1,4.1291666666667,196.56210024752,10.044676428218,17.890682178218,11.584831641605
1915-09-30,8.66,0.4275,0.79,10.1,4.1133333333332995,203.85961534653,10.063508725247999,18.596893316832,12.011570757826
1915-10-31,9.14,0.4283,0.82,10.2,4.0975,213.04959166667,9.9834945416667,19.113858333333003,12.54907613322
1915-11-30,9.46,0.4292,0.85,10.3,4.0816666666667,218.36779757281997,9.9073423592233,19.620785194175,12.857714453559
1915-12-31,9.48,0.43,0.88,10.3,4.0658333333333,218.8294631068,9.925808980582499,20.313283495146,12.878444602186
1916-01-31,9.33,0.4408,0.9342,10.4,4.05,213.29613533654,10.077270788462,21.357047120192,12.543563692516
1916-02-29,9.2,0.4517,0.9883,10.4,4.065,210.32416346154,10.326459199519,22.593844646635,12.354652326459
1916-03-31,9.17,0.4625,1.042,10.5,4.08,207.64176833333,10.472662797619,23.594626238095003,12.177052795748
1916-04-30,9.07,0.4733,1.097,10.6,4.095,203.43988608491,10.616107837264,24.605684127357996,11.906481776593
1916-05-31,9.27,0.4842,1.151,10.7,4.11,205.98264883178,10.759093696262,25.575623387849998,12.026256671905001
1916-06-30,9.36,0.495,1.205,10.8,4.125,206.05671666666998,10.897230208333001,26.527600810185,11.995961222946999
1916-07-31,9.23,0.5058,1.2590000000000001,10.8,4.14,203.19481782407,11.134987958333001,27.716389560185,11.791165275255
1916-08-31,9.3,0.5167,1.3130000000000002,10.9,4.155,202.85752981651,11.270589855505,28.639993188073,11.732082638874
1916-09-30,9.68,0.5275,1.368,11.1,4.17,207.34189369369,11.298848029279,29.302036216216003,11.944552417504001
1916-10-31,9.98,0.5383,1.422,11.3,4.185,209.98427831858,11.326105913717,29.919603584071,12.045741763371
1916-11-30,10.21,0.5492,1.476,11.5,4.2,211.08753282608998,11.354483156521999,30.515690347826,12.05323040323
1916-12-31,9.8,0.56,1.53,11.6,4.215,200.86430603448002,11.477960344828,31.359427370690003,11.413559188849002
1917-01-31,9.57,0.5708,1.5090000000000001,11.7,4.23,194.47364679487,11.599326811966,30.664653397436,10.992361427383
1917-02-28,9.03,0.5817,1.4880000000000002,12.0,4.2583333333333,178.912706875,11.52530693125,29.481961,10.063187738736
1917-03-31,9.31,0.5925,1.4680000000000002,12.0,4.2866666666667,184.46038770833,11.73928890625,29.085698083333,10.327157080108
1917-04-30,9.17,0.6033,1.4469999999999998,12.6,4.315,173.03480694444,11.384067505952,27.304401924603,9.6445311972812
1917-05-31,8.86,0.6142,1.426,12.8,4.3433333333333,164.57294257813,11.408657035155999,26.487699335938,9.138988813373599
1917-06-30,9.04,0.625,1.405,13.0,4.3716666666667,165.33308153846,11.430661057692001,25.696126057692,9.148220259539599
1917-07-31,8.79,0.6358,1.3840000000000001,12.8,4.4,163.27270488281,11.809873238281,25.70755671875,9.003472377228801
1917-08-31,8.53,0.6467,1.3630000000000002,13.0,4.4283333333333,156.00566211538,11.827533609615,24.927985634615002,8.5726804667538
1917-09-30,8.12,0.6575,1.3430000000000002,13.3,4.4566666666667,145.15736315789,11.753813580827,24.008169793232998,7.9508232642171
1917-10-31,7.68,0.6683,1.3219999999999998,13.5,4.485,135.25774222222,11.769889209259,23.282647814815,7.387133711108099
1917-11-30,7.04,0.6792,1.301,13.5,4.5133333333333,123.9862637037,11.961856577778,22.912802425926,6.7530136047743
1917-12-31,6.8,0.69,1.28,13.7,4.5416666666667,118.0111459854,11.974660401460001,22.213862773723,6.4125938981198
1918-01-31,7.21,0.68,1.256,14.0,4.57,122.44524125,11.548233571429,21.330266714286,6.6406460286553
1918-02-28,7.43,0.67,1.232,14.1,4.564166666666701,125.28653067376001,11.297708687943,20.774294184397,6.7843435516303
1918-03-31,7.28,0.66,1.208,14.0,4.5583333333333,123.63403000000001,11.208579642857002,20.515097285714,6.686355760455901
1918-04-30,7.21,0.65,1.183,14.2,4.5525,120.72066038732001,10.883277288732,19.807564665493,6.5207277305472005
1918-05-31,7.44,0.64,1.159,14.5,4.546666666666701,121.99432137931002,10.494135172414,19.004222913793,6.5823632316211
1918-06-30,7.45,0.63,1.135,14.7,4.5408333333333,120.49627465986,10.189617857143,18.357486139456,6.4962913186410995
1918-07-31,7.51,0.62,1.111,15.1,4.535,118.2490531457,9.7622387417219,17.493302003311,6.371324093849
1918-08-31,7.58,0.61,1.087,15.4,4.5291666666667005,117.02621720779,9.417677110389599,16.781991834416,6.3030737609146
1918-09-30,7.54,0.6,1.063,15.7,4.5233333333333,114.18429522293002,9.086283439490401,16.097865493631,6.1491705624317
1918-10-31,7.86,0.59,1.038,16.0,4.5175,116.7984946875,8.76731703125,15.42453403125,6.2905153211913
1918-11-30,8.06,0.58,1.014,16.3,4.5116666666667005,117.56610214723999,8.4600917177914,14.790574141103999,6.333327495354201
1918-12-31,7.9,0.57,0.99,16.5,4.5058333333333,113.83552878788,8.2134495454545,14.265464999999999,6.1345804112834
1919-01-31,7.85,0.5667,0.985,16.5,4.5,113.11505075758001,8.1658979954545,14.19341719697,6.0984676399501
1919-02-28,7.88,0.5633,0.98,16.2,4.5391666666667,115.65006604938,8.2672185540123,14.382876234568,6.239692771365
1919-03-31,8.12,0.56,0.975,16.4,4.578333333333299,117.71908109756001,8.1185573170732,14.134988185976,6.3560740048691
1919-04-30,8.39,0.5567,0.97,16.7,4.6175,119.44835464071998,7.9257328997006,13.809881287425,6.456139555819299
1919-05-31,8.97,0.5533,0.965,16.9,4.6566666666667,126.19449807692,7.784104323964501,13.576108210059,6.8290022614820005
1919-06-30,9.21,0.55,0.96,16.9,4.6958333333333,129.57093949703997,7.737678254437901,13.505765680473,7.0216152147841004
1919-07-31,9.51,0.5467,0.955,17.4,4.735,129.94690818966,7.470239191092,13.049347772988998,7.0528371654463
1919-08-31,8.87,0.5433,0.95,17.7,4.774166666666701,119.14752782486,7.2979539872881,12.761009180791,6.4791311017053
1919-09-30,9.01,0.54,0.945,17.8,4.8133333333333,120.34816446629,7.2128755617978,12.622532233146,6.5584816720613
1919-10-31,9.47,0.5367,0.94,18.1,4.8525,124.39590566298,7.0499770400552,12.347640055249,6.7947041999493
1919-11-30,9.19,0.5333,0.935,18.5,4.8916666666667,118.10776878378,6.8538490851351,12.016405202703,6.467022574133099
1919-12-31,8.92,0.53,0.93,18.9,4.930833333333299,112.21159417988999,6.667280820105799,11.699190873016,6.1607170337992
1920-01-31,8.83,0.5283,0.9192,19.3,4.97,108.77725038860001,6.5081564417098,11.32367480829,5.9896677711394
1920-02-29,8.1,0.5267,0.9083,19.5,4.98,98.76091153846201,6.421897791025599,11.074634067948999,5.4553476499078
1920-03-31,8.67,0.525,0.8975,19.7,4.99,104.63754784264,6.3361836928934006,10.831856884518,5.798822727557201
1920-04-30,8.6,0.5233,0.8867,20.3,5.0,100.72495812808,6.1289965800493,10.385211671181999,5.599858725506201
1920-05-31,8.06,0.5217,0.8758,20.6,5.01,93.025605097087,6.0212727269417,10.108166866505,5.1889504620475
1920-06-30,7.92,0.52,0.865,20.9,5.02,90.097673684211,5.9155038277512,9.8402130980861,5.0436396804516
1920-07-31,7.91,0.5183,0.8542,20.8,5.03,90.416528966346,5.9245116262019,9.7640706754808,5.0805929195408
1920-08-31,7.6,0.5167,0.8433,20.3,5.04,89.012753694581,6.0516960307882,9.876901998768501,5.0207010779229
1920-09-30,7.87,0.515,0.8325,20.0,5.05,93.557674625,6.1222620625,9.89666634375,5.297162770108099
1920-10-31,7.88,0.5133,0.8217,19.9,5.06,94.147289949749,6.1327162349246,9.817363978643199,5.351177393424201
1920-11-30,7.48,0.5117,0.8108,19.8,5.07,89.81959444444401,6.144476801767699,9.7360597828283,5.1264079309479005
1920-12-31,6.81,0.51,0.8,19.4,5.08,83.460323582474,6.250332603092801,9.8044432989691,4.7842410450832
1921-01-31,7.11,0.5058,0.7575,19.0,5.09,88.971452763158,6.3293615763158,9.4790260855263,5.1221841468874
1921-02-28,7.06,0.5017,0.715,18.4,5.024166666666701,91.226614945652,6.4827751725543,9.2389560461957,5.274857191205
1921-03-31,6.88,0.4975,0.6725,18.3,4.9583333333333,89.38652021857901,6.4636328210383,8.7372725068306,5.1923481586842
1921-04-30,6.91,0.4933,0.63,18.1,4.8925,90.76829019336999,6.479883871547001,8.2755459944751,5.2970859227397
1921-05-31,7.12,0.4892,0.5875,17.7,4.8266666666667,95.640405649718,6.5712480960452,7.891676730226001,5.6094692253308
1921-06-30,6.55,0.485,0.545,17.6,4.7608333333332995,88.483708096591,6.5518470880682,7.362384872159099,5.2161109609893
1921-07-31,6.53,0.4808,0.5025,17.7,4.695,87.71514731638399,6.4584139096045,6.7499022245763,5.1977793619055
1921-08-31,6.45,0.4767,0.46,17.7,4.6291666666667,86.640536016949,6.4033400805085,6.1790149717514,5.161294823215701
1921-09-30,6.61,0.4725,0.4175,17.5,4.5633333333333,89.804498714286,6.41945925,5.672220607142901,5.3775244254583
1921-10-31,6.7,0.4683,0.375,17.5,4.4975,91.027252857143,6.36239739,5.094808928571401,5.479257678053401
1921-11-30,7.06,0.4642,0.3325,17.4,4.4316666666667,96.46952385057502,6.342939514367799,4.5433593031609005,5.8381969932009
1921-12-31,7.31,0.46,0.29,17.3,4.3658333333333,100.46295679191,6.3218823699422,3.9855345375723,6.1141588494173
1922-01-31,7.3,0.4642,0.3233,16.9,4.3,102.70009319527,6.530600446745599,4.548347963017799,6.287087290347099
1922-02-28,7.46,0.4683,0.3567,16.9,4.305,104.95105414201001,6.5882813210058995,5.0182360606509,6.461305872697
1922-03-31,7.74,0.4725,0.39,16.7,4.31,110.19431047904,6.726978255988,5.552426497006,6.8213872490359995
1922-04-30,8.21,0.4767,0.4233,16.7,4.315,116.88569625748998,6.7867736182635,6.0265182979042,7.2732533902099
1922-05-31,8.53,0.4808,0.4567,16.7,4.32,121.44153338323,6.8451452814371,6.5020337979042,7.5934672589194
1922-06-30,8.45,0.485,0.49,16.7,4.325,120.3025741018,6.9049406437125995,6.976125598802401,7.5579873517550995
1922-07-31,8.51,0.4892,0.5233,16.8,4.33,120.43562217261999,6.9232792440476,7.4058708675595,7.602095045774
1922-08-31,8.83,0.4933,0.5567,16.6,4.335,126.46993569277001,7.065415546686701,7.9734782786144995,8.020030689895801
1922-09-30,9.06,0.4975,0.59,16.6,4.34,129.76416957831,7.125571121988,8.4504260542169,8.2650830022843
1922-10-31,9.26,0.5017,0.6233,16.7,4.345,131.83453682635,7.1426983937126,8.873916501497,8.432151998761901
1922-11-30,8.8,0.5058,0.6567,16.8,4.35,124.53977380952,7.1582065446429,9.2937806205357,7.998253772269799
1922-12-31,8.78,0.51,0.69,16.9,4.355,123.52148195266001,7.174938017751499,9.707269082840199,7.96467986494
1923-01-31,8.9,0.5117,0.7142,16.8,4.36,125.9549985119,7.241704802083301,10.107534824405,8.1542004830692
1923-02-28,9.28,0.5133,0.7383,16.8,4.335,131.33285238095,7.264348397321401,10.448603977679,8.533360579066
1923-03-31,9.43,0.515,0.7625,16.8,4.31,133.45568943452,7.288407217261901,10.791088355655,8.7007375009785
1923-04-30,9.1,0.5167,0.7867,16.9,4.285,128.02340384615,7.2691970073965,11.06769360503,8.3728096684638
1923-05-31,8.67,0.5183,0.8108,16.9,4.26,121.97394630178002,7.2917066168639,11.406744597632999,8.0004978675982
1923-06-30,8.34,0.52,0.835,17.0,4.235,116.641155,7.272589999999999,11.67810125,7.671825282673099
1923-07-31,8.06,0.5217,0.8592,17.2,4.21,111.4143875,7.2115243125,11.876828999999999,7.345985119490599
1923-08-31,8.1,0.5233,0.8833,17.1,4.185,112.62209210526001,7.2759433084794995,12.281369624268999,7.4417831742174005
1923-09-30,8.15,0.525,0.9075,17.2,4.16,112.65846875,7.257140625,12.5444859375,7.4581838671898
1923-10-31,8.03,0.5267,0.9317,17.3,4.135,110.35807702312,7.2385553135838,12.804560443642002,7.3174003956215
1923-11-30,8.27,0.5283,0.9558,17.3,4.11,113.65645043353001,7.2605444696532,13.135772106935999,7.5463279119162
1923-12-31,8.55,0.53,0.98,17.3,4.085,117.50455274566002,7.283907947976901,13.468358092486,7.809739144938701
1924-01-31,8.83,0.5317,0.9758,17.3,4.06,121.3526550578,7.307271426300599,13.410636557802999,8.0722494460374
1924-02-29,8.87,0.5333,0.9717,17.2,4.0433333333333,122.61111875,7.3718725625,13.4319305625,8.1620662208504
