DATE,ML.BBY - VALUE,ML.CCCTRI - VALUE,ML.BBBEY - VALUE,ML.IGEM - VALUE,ML.BBTRI - VALUE,ML.AAATRI - VALUE,ML.BBBTRI - VALUE,ML.TRI - VALUE,ML.AEY - VALUE,ML.EMCBI - VALUE,ML.CCCY - VALUE,ML.ATRI - VALUE,ML.AAY - VALUE,ML.EMHG - VALUE,ML.HYOAS - VALUE,ML.AATRI - VALUE,ML.EMCTRI - VALUE,ML.USTRI - VALUE,ML.BOAS - VALUE,ML.USEY - VALUE,ML.AAOAS - VALUE,ML.AAAEY - VALUE,ML.BTRI - VALUE,ML.EEMCBI - VALUE,ML.BEY - VALUE,ML.EMHGY - VALUE
1972-12-31,,,,,,,,100.0,,,,,,,,,,,,,,,,,,
1973-01-31,,,,,,,,100.0,,,,,,,,,,,,,,,,,,
1973-02-28,,,,,,,,100.0,,,,,,,,,,,,,,,,,,
1973-03-31,,,,,,,,100.46,,,,,,,,,,,,,,,,,,
1973-04-30,,,,,,,,100.46,,,,,,,,,,,,,,,,,,
1973-05-31,,,,,,,,100.46,,,,,,,,,,,,,,,,,,
1973-06-30,,,,,,,,100.51,,,,,,,,,,,,,,,,,,
1973-07-31,,,,,,,,100.51,,,,,,,,,,,,,,,,,,
1973-08-31,,,,,,,,100.51,,,,,,,,,,,,,,,,,,
1973-09-30,,,,,,,,102.22,,,,,,,,,,,,,,,,,,
1973-10-31,,,,,,,,102.22,,,,,,,,,,,,,,,,,,
1973-11-30,,,,,,,,102.22,,,,,,,,,,,,,,,,,,
1973-12-31,,,,,,,,102.0,,,,,,,,,,,,,,,,,,
1974-01-31,,,,,,,,102.0,,,,,,,,,,,,,,,,,,
1974-02-28,,,,,,,,102.0,,,,,,,,,,,,,,,,,,
1974-03-31,,,,,,,,99.65,,,,,,,,,,,,,,,,,,
1974-04-30,,,,,,,,99.65,,,,,,,,,,,,,,,,,,
1974-05-31,,,,,,,,99.65,,,,,,,,,,,,,,,,,,
1974-06-30,,,,,,,,94.48,,,,,,,,,,,,,,,,,,
1974-07-31,,,,,,,,94.48,,,,,,,,,,,,,,,,,,
1974-08-31,,,,,,,,94.48,,,,,,,,,,,,,,,,,,
1974-09-30,,,,,,,,91.79,,,,,,,,,,,,,,,,,,
1974-10-31,,,,,,,,91.79,,,,,,,,,,,,,,,,,,
1974-11-30,,,,,,,,91.79,,,,,,,,,,,,,,,,,,
1974-12-31,,,,,,,,97.16,,,,,,,,,,,,,,,,,,
1975-01-31,,,,,,,,97.16,,,,,,,,,,,,,,,,,,
1975-02-28,,,,,,,,97.16,,,,,,,,,,,,,,,,,,
1975-03-31,,,,,,,,102.37,,,,,,,,,,,,,,,,,,
1975-04-30,,,,,,,,102.37,,,,,,,,,,,,,,,,,,
1975-05-31,,,,,,,,102.37,,,,,,,,,,,,,,,,,,
1975-06-30,,,,,,,,105.81,,,,,,,,,,,,,,,,,,
1975-07-31,,,,,,,,105.81,,,,,,,,,,,,,,,,,,
1975-08-31,,,,,,,,105.81,,,,,,,,,,,,,,,,,,
1975-09-30,,,,,,,,104.08,,,,,,,,,,,,,,,,,,
1975-10-31,,,,,,,,104.08,,,,,,,,,,,,,,,,,,
1975-11-30,,,,,,,,104.08,,,,,,,,,,,,,,,,,,
1975-12-31,,,,,,,,112.42,,,,,,,,,,,,,,,,,,
1976-01-31,,,,,,,,115.09,,,,,,,,,,,,,,,,,,
1976-02-29,,,,,,,,116.35,,,,,,,,,,,,,,,,,,
1976-03-31,,,,,,,,118.67,,,,,,,,,,,,,,,,,,
1976-04-30,,,,,,,,118.61,,,,,,,,,,,,,,,,,,
1976-05-31,,,,,,,,117.82,,,,,,,,,,,,,,,,,,
1976-06-30,,,,,,,,119.65,,,,,,,,,,,,,,,,,,
1976-07-31,,,,,,,,121.2,,,,,,,,,,,,,,,,,,
1976-08-31,,,,,,,,123.74,,,,,,,,,,,,,,,,,,
1976-09-30,,,,,,,,125.82,,,,,,,,,,,,,,,,,,
1976-10-31,,,,,,,,127.08,,,,,,,,,,,,,,,,,,
1976-11-30,,,,,,,,130.38,,,,,,,,,,,,,,,,,,
1976-12-31,,,,,,,,133.56,,,,,,,,,,,,,,,,,,
1977-01-31,,,,,,,,131.01,,,,,,,,,,,,,,,,,,
1977-02-28,,,,,,,,131.09,,,,,,,,,,,,,,,,,,
1977-03-31,,,,,,,,132.25,,,,,,,,,,,,,,,,,,
1977-04-30,,,,,,,,133.77,,,,,,,,,,,,,,,,,,
1977-05-31,,,,,,,,135.01,,,,,,,,,,,,,,,,,,
1977-06-30,,,,,,,,136.96,,,,,,,,,,,,,,,,,,
1977-07-31,,,,,,,,137.42,,,,,,,,,,,,,,,,,,
1977-08-31,,,,,,,,139.21,,,,,,,,,,,,,,,,,,
1977-09-30,,,,,,,,139.07,,,,,,,,,,,,,,,,,,
1977-10-31,,,,,,,,138.52,,,,,,,,,,,,,,,,,,
1977-11-30,,,,,,,,139.55,,,,,,,,,,,,,,,,,,
1977-12-31,,,,,,,,138.64,,,,,,,,,,,,,,,,,,
1978-01-31,,,,,,,,138.05,,,,,,,,,,,,,,,,,,
1978-02-28,,,,,,,,138.39,,,,,,,,,,,,,,,,,,
1978-03-31,,,,,,,,139.11,,,,,,,,,,,,,,,,,,
1978-04-30,,,,,,,,139.09,,,,,,,,,,,,,,,,,,
1978-05-31,,,,,,,,138.07,,,,,,,,,,,,,,,,,,
1978-06-30,,,,,,,,138.4,,,,,,,,,,,,,,,,,,
1978-07-31,,,,,,,,139.99,,,,,,,,,,,,,,,,,,
1978-08-31,,,,,,,,142.71,,,,,,,,,,,,,,,,,,
1978-09-30,,,,,,,,142.42,,,,,,,,,,,,,,,,,,
1978-10-31,,,,,,,,139.83,,,,,,,,,,,,,,,,,,
1978-11-30,,,,,,,,141.41,,,,,,,,,,,,,,,,,,
1978-12-31,,,,,,,,139.11,,,,,,,,,,,,,,,,,,
1979-01-31,,,,,,,,142.17,,,,,,,,,,,,,,,,,,
1979-02-28,,,,,,,,140.97,,,,,,,,,,,,,,,,,,
1979-03-31,,,,,,,,142.24,,,,,,,,,,,,,,,,,,
1979-04-30,,,,,,,,141.78,,,,,,,,,,,,,,,,,,
1979-05-31,,,,,,,,144.41,,,,,,,,,,,,,,,,,,
1979-06-30,,,,,,,,147.58,,,,,,,,,,,,,,,,,,
1979-07-31,,,,,,,,147.81,,,,,,,,,,,,,,,,,,
1979-08-31,,,,,,,,148.04,,,,,,,,,,,,,,,,,,
1979-09-30,,,,,,,,145.1,,,,,,,,,,,,,,,,,,
1979-10-31,,,,,,,,134.96,,,,,,,,,,,,,,,,,,
1979-11-30,,,,,,,,137.09,,,,,,,,,,,,,,,,,,
1979-12-31,,,,,,,,136.04,,,,,,,,,,,,,,,,,,
1980-01-31,,,,,,,,131.15,,,,,,,,,,,,,,,,,,
1980-02-29,,,,,,,,121.51,,,,,,,,,,,,,,,,,,
1980-03-31,,,,,,,,121.37,,,,,,,,,,,,,,,,,,
1980-04-30,,,,,,,,135.9,,,,,,,,,,,,,,,,,,
1980-05-31,,,,,,,,143.17,,,,,,,,,,,,,,,,,,
1980-06-30,,,,,,,,147.13,,,,,,,,,,,,,,,,,,
1980-07-31,,,,,,,,143.45,,,,,,,,,,,,,,,,,,
1980-08-31,,,,,,,,136.73,,,,,,,,,,,,,,,,,,
1980-09-30,,,,,,,,134.26,,,,,,,,,,,,,,,,,,
1980-10-31,,,,,,,,133.28,,,,,,,,,,,,,,,,,,
1980-11-30,,,,,,,,133.94,,,,,,,,,,,,,,,,,,
1980-12-31,,,,,,,,136.77,,,,,,,,,,,,,,,,,,
1981-01-31,,,,,,,,135.46,,,,,,,,,,,,,,,,,,
1981-02-28,,,,,,,,132.53,,,,,,,,,,,,,,,,,,
1981-03-31,,,,,,,,135.63,,,,,,,,,,,,,,,,,,
1981-04-30,,,,,,,,129.01,,,,,,,,,,,,,,,,,,
1981-05-31,,,,,,,,134.44,,,,,,,,,,,,,,,,,,
1981-06-30,,,,,,,,134.98,,,,,,,,,,,,,,,,,,
1981-07-31,,,,,,,,131.59,,,,,,,,,,,,,,,,,,
1981-08-31,,,,,,,,127.73,,,,,,,,,,,,,,,,,,
1981-09-30,,,,,,,,125.77,,,,,,,,,,,,,,,,,,
1981-10-31,,,,,,,,132.12,,,,,,,,,,,,,,,,,,
1981-11-30,,,,,,,,147.0,,,,,,,,,,,,,,,,,,
1981-12-31,,,,,,,,139.91,,,,,,,,,,,,,,,,,,
1982-01-31,,,,,,,,139.79,,,,,,,,,,,,,,,,,,
1982-02-28,,,,,,,,142.38,,,,,,,,,,,,,,,,,,
1982-03-31,,,,,,,,144.45,,,,,,,,,,,,,,,,,,
1982-04-30,,,,,,,,149.12,,,,,,,,,,,,,,,,,,
1982-05-31,,,,,,,,151.82,,,,,,,,,,,,,,,,,,
1982-06-30,,,,,,,,147.57,,,,,,,,,,,,,,,,,,
1982-07-31,,,,,,,,154.52,,,,,,,,,,,,,,,,,,
1982-08-31,,,,,,,,164.04,,,,,,,,,,,,,,,,,,
1982-09-30,,,,,,,,172.67,,,,,,,,,,,,,,,,,,
1982-10-31,,,,,,,,183.36,,,,,,,,,,,,,,,,,,
1982-11-30,,,,,,,,187.25,,,,,,,,,,,,,,,,,,
1982-12-31,,,,,,,,189.62,,,,,,,,,,,,,,,,,,
1983-01-31,,,,,,,,190.57,,,,,,,,,,,,,,,,,,
1983-02-28,,,,,,,,196.58,,,,,,,,,,,,,,,,,,
1983-03-31,,,,,,,,199.28,,,,,,,,,,,,,,,,,,
1983-04-30,,,,,,,,207.7,,,,,,,,,,,,,,,,,,
1983-05-31,,,,,,,,203.46,,,,,,,,,,,,,,,,,,
1983-06-30,,,,,,,,203.32,,,,,,,,,,,,,,,,,,
1983-07-31,,,,,,,,196.55,,,,,,,,,,,,,,,,,,
1983-08-31,,,,,,,,198.49,,,,,,,,,,,,,,,,,,
1983-09-30,,,,,,,,204.84,,,,,,,,,,,,,,,,,,
1983-10-31,,,,,,,,205.14,,,,,,,,,,,,,,,,,,
1983-11-30,,,,,,,,207.45,,,,,,,,,,,,,,,,,,
1983-12-31,,,,,,,,207.3,,,,,,,,,,,,,,,,,,
1984-01-31,,,,,,,,212.51,,,,,,,,,,,,,,,,,,
1984-02-29,,,,,,,,209.55,,,,,,,,,,,,,,,,,,
1984-03-31,,,,,,,,207.2,,,,,,,,,,,,,,,,,,
1984-04-30,,,,,,,,206.49,,,,,,,,,,,,,,,,,,
1984-05-31,,,,,,,,198.82,,,,,,,,,,,,,,,,,,
1984-06-30,,,,,,,,201.84,,,,,,,,,,,,,,,,,,
1984-07-31,,,,,,,,211.24,,,,,,,,,,,,,,,,,,
1984-08-31,,,,,,,,216.68,,,,,,,,,,,,,,,,,,
1984-09-30,,,,,,,,222.97,,,,,,,,,,,,,,,,,,
1984-10-31,,,,,,,,233.2,,,,,,,,,,,,,,,,,,
1984-11-30,,,,,,,,237.76,,,,,,,,,,,,,,,,,,
1984-12-31,,,,,,,,240.9,,,,,,,,,,,,,,,,,,
1985-01-31,,,,,,,,247.69,,,,,,,,,,,,,,,,,,
1985-02-28,,,,,,,,241.39,,,,,,,,,,,,,,,,,,
1985-03-31,,,,,,,,245.76,,,,,,,,,,,,,,,,,,
1985-04-30,,,,,,,,251.83,,,,,,,,,,,,,,,,,,
1985-05-31,,,,,,,,267.94,,,,,,,,,,,,,,,,,,
1985-06-30,,,,,,,,269.86,,,,,,,,,,,,,,,,,,
1985-07-31,,,,,,,,267.91,,,,,,,,,,,,,,,,,,
1985-08-31,,,,,,,,275.7,,,,,,,,,,,,,,,,,,
1985-09-30,,,,,,,,275.85,,,,,,,,,,,,,,,,,,
1985-10-31,,,,,,,,282.74,,,,,,,,,,,,,,,,,,
1985-11-30,,,,,,,,291.12,,,,,,,,,,,,,,,,,,
1985-12-31,,,,,,,,301.98,,,,,,,,,,,,,,,,,,
1986-01-31,,,,,,,,303.11,,,,,,,,,,,,,,,,,,
1986-02-28,,,,,,,,319.91,,,,,,,,,,,,,,,,,,
1986-03-31,,,,,,,,327.1,,,,,,,,,,,,,,,,,,
1986-04-30,,,,,,,,327.69,,,,,,,,,,,,,,,,,,
1986-05-31,,,,,,,,324.86,,,,,,,,,,,,,,,,,,
1986-06-30,,,,,,,,330.15,,,,,,,,,,,,,,,,,,
1986-07-31,,,,,,,,330.3,,,,,,,,,,,,,,,,,,
1986-08-31,,,,,,,,338.56,,,,,,,,,,,,,,,,,,
1986-09-30,,,,,,,,336.1,,,,,,,,,,,,,,,,,,
1986-10-31,,,,,,,,341.41,,,,,,,,,,,,,,,,,,
1986-11-03,,,,,,,,341.99,,,,,,,,,,,,,,,,,,
1986-11-04,,,,,,,,342.56,,,,,,,,,,,,,,,,,,
1986-11-05,,,,,,,,343.13,,,,,,,,,,,,,,,,,,
1986-11-06,,,,,,,,343.05,,,,,,,,,,,,,,,,,,
1986-11-07,,,,,,,,342.26,,,,,,,,,,,,,,,,,,
1986-11-10,,,,,,,,339.79,,,,,,,,,,,,,,,,,,
1986-11-11,,,,,,,,341.65,,,,,,,,,,,,,,,,,,
1986-11-12,,,,,,,,341.67,,,,,,,,,,,,,,,,,,
1986-11-13,,,,,,,,341.81,,,,,,,,,,,,,,,,,,
1986-11-14,,,,,,,,342.41,,,,,,,,,,,,,,,,,,
1986-11-17,,,,,,,,342.9,,,,,,,,,,,,,,,,,,
1986-11-18,,,,,,,,343.3,,,,,,,,,,,,,,,,,,
1986-11-19,,,,,,,,343.51,,,,,,,,,,,,,,,,,,
1986-11-20,,,,,,,,344.98,,,,,,,,,,,,,,,,,,
1986-11-21,,,,,,,,345.13,,,,,,,,,,,,,,,,,,
1986-11-24,,,,,,,,345.8,,,,,,,,,,,,,,,,,,
1986-11-25,,,,,,,,346.19,,,,,,,,,,,,,,,,,,
1986-11-26,,,,,,,,346.71,,,,,,,,,,,,,,,,,,
1986-11-28,,,,,,,,347.32,,,,,,,,,,,,,,,,,,
1986-11-30,,,,,,,,347.5,,,,,,,,,,,,,,,,,,
1986-12-01,,,,,,,,347.48,,,,,,,,,,,,,,,,,,
1986-12-02,,,,,,,,347.79,,,,,,,,,,,,,,,,,,
1986-12-03,,,,,,,,349.0,,,,,,,,,,,,,,,,,,
1986-12-04,,,,,,,,349.35,,,,,,,,,,,,,,,,,,
1986-12-05,,,,,,,,349.26,,,,,,,,,,,,,,,,,,
1986-12-08,,,,,,,,349.37,,,,,,,,,,,,,,,,,,
1986-12-09,,,,,,,,349.59,,,,,,,,,,,,,,,,,,
1986-12-10,,,,,,,,349.7,,,,,,,,,,,,,,,,,,
1986-12-11,,,,,,,,349.77,,,,,,,,,,,,,,,,,,
1986-12-12,,,,,,,,349.41,,,,,,,,,,,,,,,,,,
1986-12-15,,,,,,,,349.65,,,,,,,,,,,,,,,,,,
1986-12-16,,,,,,,,350.0,,,,,,,,,,,,,,,,,,
1986-12-17,,,,,,,,350.15,,,,,,,,,,,,,,,,,,
1986-12-18,,,,,,,,350.25,,,,,,,,,,,,,,,,,,
1986-12-19,,,,,,,,350.3,,,,,,,,,,,,,,,,,,
1986-12-22,,,,,,,,350.69,,,,,,,,,,,,,,,,,,
1986-12-23,,,,,,,,351.13,,,,,,,,,,,,,,,,,,
1986-12-24,,,,,,,,351.06,,,,,,,,,,,,,,,,,,
1986-12-26,,,,,,,,351.23,,,,,,,,,,,,,,,,,,
1986-12-29,,,,,,,,351.18,,,,,,,,,,,,,,,,,,
1986-12-30,,,,,,,,351.25,,,,,,,,,,,,,,,,,,
1986-12-31,,,,,,,,351.2,,,,,,,,,,,,,,,,,,
1987-01-02,,,,,,,,351.43,,,,,,,,,,,,,,,,,,
1987-01-05,,,,,,,,352.2,,,,,,,,,,,,,,,,,,
1987-01-06,,,,,,,,352.61,,,,,,,,,,,,,,,,,,
1987-01-07,,,,,,,,352.99,,,,,,,,,,,,,,,,,,
1987-01-08,,,,,,,,354.07,,,,,,,,,,,,,,,,,,
1987-01-09,,,,,,,,354.2,,,,,,,,,,,,,,,,,,
1987-01-12,,,,,,,,354.73,,,,,,,,,,,,,,,,,,
1987-01-13,,,,,,,,355.01,,,,,,,,,,,,,,,,,,
1987-01-14,,,,,,,,355.16,,,,,,,,,,,,,,,,,,
1987-01-15,,,,,,,,355.27,,,,,,,,,,,,,,,,,,
1987-01-16,,,,,,,,356.07,,,,,,,,,,,,,,,,,,
1987-01-19,,,,,,,,356.32,,,,,,,,,,,,,,,,,,
1987-01-20,,,,,,,,357.33,,,,,,,,,,,,,,,,,,
1987-01-21,,,,,,,,357.48,,,,,,,,,,,,,,,,,,
1987-01-22,,,,,,,,357.38,,,,,,,,,,,,,,,,,,
1987-01-23,,,,,,,,357.35,,,,,,,,,,,,,,,,,,
1987-01-26,,,,,,,,356.97,,,,,,,,,,,,,,,,,,
1987-01-27,,,,,,,,357.09,,,,,,,,,,,,,,,,,,
1987-01-28,,,,,,,,357.05,,,,,,,,,,,,,,,,,,
1987-01-29,,,,,,,,356.85,,,,,,,,,,,,,,,,,,
1987-01-30,,,,,,,,356.79,,,,,,,,,,,,,,,,,,
1987-01-31,,,,,,,,356.88,,,,,,,,,,,,,,,,,,
1987-02-02,,,,,,,,356.06,,,,,,,,,,,,,,,,,,
1987-02-03,,,,,,,,356.06,,,,,,,,,,,,,,,,,,
1987-02-04,,,,,,,,356.26,,,,,,,,,,,,,,,,,,
1987-02-05,,,,,,,,357.09,,,,,,,,,,,,,,,,,,
1987-02-06,,,,,,,,357.72,,,,,,,,,,,,,,,,,,
1987-02-09,,,,,,,,357.49,,,,,,,,,,,,,,,,,,
1987-02-10,,,,,,,,356.41,,,,,,,,,,,,,,,,,,
1987-02-11,,,,,,,,356.03,,,,,,,,,,,,,,,,,,
1987-02-12,,,,,,,,356.15,,,,,,,,,,,,,,,,,,
1987-02-13,,,,,,,,356.46,,,,,,,,,,,,,,,,,,
1987-02-17,,,,,,,,356.61,,,,,,,,,,,,,,,,,,
1987-02-18,,,,,,,,356.67,,,,,,,,,,,,,,,,,,
1987-02-19,,,,,,,,357.76,,,,,,,,,,,,,,,,,,
1987-02-20,,,,,,,,358.01,,,,,,,,,,,,,,,,,,
1987-02-23,,,,,,,,358.1,,,,,,,,,,,,,,,,,,
1987-02-24,,,,,,,,358.84,,,,,,,,,,,,,,,,,,
1987-02-25,,,,,,,,359.21,,,,,,,,,,,,,,,,,,
1987-02-26,,,,,,,,359.25,,,,,,,,,,,,,,,,,,
1987-02-27,,,,,,,,359.38,,,,,,,,,,,,,,,,,,
1987-02-28,,,,,,,,359.47,,,,,,,,,,,,,,,,,,
1987-03-02,,,,,,,,359.85,,,,,,,,,,,,,,,,,,
1987-03-03,,,,,,,,359.8,,,,,,,,,,,,,,,,,,
1987-03-04,,,,,,,,360.15,,,,,,,,,,,,,,,,,,
1987-03-05,,,,,,,,360.39,,,,,,,,,,,,,,,,,,
1987-03-06,,,,,,,,359.61,,,,,,,,,,,,,,,,,,
1987-03-09,,,,,,,,359.71,,,,,,,,,,,,,,,,,,
1987-03-10,,,,,,,,359.66,,,,,,,,,,,,,,,,,,
1987-03-11,,,,,,,,359.64,,,,,,,,,,,,,,,,,,
1987-03-12,,,,,,,,359.83,,,,,,,,,,,,,,,,,,
1987-03-13,,,,,,,,360.16,,,,,,,,,,,,,,,,,,
1987-03-16,,,,,,,,360.42,,,,,,,,,,,,,,,,,,
1987-03-17,,,,,,,,360.65,,,,,,,,,,,,,,,,,,
1987-03-18,,,,,,,,360.86,,,,,,,,,,,,,,,,,,
1987-03-19,,,,,,,,360.9,,,,,,,,,,,,,,,,,,
1987-03-20,,,,,,,,361.01,,,,,,,,,,,,,,,,,,
1987-03-23,,,,,,,,360.98,,,,,,,,,,,,,,,,,,
1987-03-24,,,,,,,,360.63,,,,,,,,,,,,,,,,,,
1987-03-25,,,,,,,,360.87,,,,,,,,,,,,,,,,,,
1987-03-26,,,,,,,,360.94,,,,,,,,,,,,,,,,,,
1987-03-27,,,,,,,,360.61,,,,,,,,,,,,,,,,,,
1987-03-30,,,,,,,,358.18,,,,,,,,,,,,,,,,,,
1987-03-31,,,,,,,,357.56,,,,,,,,,,,,,,,,,,
1987-04-01,,,,,,,,356.67,,,,,,,,,,,,,,,,,,
1987-04-02,,,,,,,,356.67,,,,,,,,,,,,,,,,,,
1987-04-03,,,,,,,,357.25,,,,,,,,,,,,,,,,,,
1987-04-06,,,,,,,,357.87,,,,,,,,,,,,,,,,,,
1987-04-07,,,,,,,,357.27,,,,,,,,,,,,,,,,,,
1987-04-08,,,,,,,,357.57,,,,,,,,,,,,,,,,,,
1987-04-09,,,,,,,,355.63,,,,,,,,,,,,,,,,,,
1987-04-10,,,,,,,,352.55,,,,,,,,,,,,,,,,,,
1987-04-13,,,,,,,,350.15,,,,,,,,,,,,,,,,,,
1987-04-14,,,,,,,,349.4,,,,,,,,,,,,,,,,,,
1987-04-15,,,,,,,,349.82,,,,,,,,,,,,,,,,,,
1987-04-16,,,,,,,,351.26,,,,,,,,,,,,,,,,,,
1987-04-20,,,,,,,,349.61,,,,,,,,,,,,,,,,,,
1987-04-21,,,,,,,,348.27,,,,,,,,,,,,,,,,,,
1987-04-22,,,,,,,,348.8,,,,,,,,,,,,,,,,,,
1987-04-23,,,,,,,,347.45,,,,,,,,,,,,,,,,,,
1987-04-24,,,,,,,,345.24,,,,,,,,,,,,,,,,,,
1987-04-27,,,,,,,,342.96,,,,,,,,,,,,,,,,,,
1987-04-28,,,,,,,,345.22,,,,,,,,,,,,,,,,,,
1987-04-29,,,,,,,,344.48,,,,,,,,,,,,,,,,,,
1987-04-30,,,,,,,,346.5,,,,,,,,,,,,,,,,,,
1987-05-01,,,,,,,,345.88,,,,,,,,,,,,,,,,,,
1987-05-04,,,,,,,,343.4,,,,,,,,,,,,,,,,,,
1987-05-05,,,,,,,,343.67,,,,,,,,,,,,,,,,,,
1987-05-06,,,,,,,,343.59,,,,,,,,,,,,,,,,,,
1987-05-07,,,,,,,,343.64,,,,,,,,,,,,,,,,,,
1987-05-08,,,,,,,,344.94,,,,,,,,,,,,,,,,,,
1987-05-11,,,,,,,,344.96,,,,,,,,,,,,,,,,,,
1987-05-12,,,,,,,,343.35,,,,,,,,,,,,,,,,,,
1987-05-13,,,,,,,,343.09,,,,,,,,,,,,,,,,,,
1987-05-14,,,,,,,,343.25,,,,,,,,,,,,,,,,,,
1987-05-15,,,,,,,,340.98,,,,,,,,,,,,,,,,,,
1987-05-18,,,,,,,,340.39,,,,,,,,,,,,,,,,,,
1987-05-19,,,,,,,,340.63,,,,,,,,,,,,,,,,,,
1987-05-20,,,,,,,,338.27,,,,,,,,,,,,,,,,,,
1987-05-21,,,,,,,,338.64,,,,,,,,,,,,,,,,,,
1987-05-22,,,,,,,,339.08,,,,,,,,,,,,,,,,,,
1987-05-26,,,,,,,,342.01,,,,,,,,,,,,,,,,,,
1987-05-27,,,,,,,,343.18,,,,,,,,,,,,,,,,,,
1987-05-28,,,,,,,,342.8,,,,,,,,,,,,,,,,,,
1987-05-29,,,,,,,,344.19,,,,,,,,,,,,,,,,,,
1987-05-31,,,,,,,,344.37,,,,,,,,,,,,,,,,,,
1987-06-01,,,,,,,,345.65,,,,,,,,,,,,,,,,,,
1987-06-02,,,,,,,,342.64,,,,,,,,,,,,,,,,,,
1987-06-03,,,,,,,,342.58,,,,,,,,,,,,,,,,,,
1987-06-04,,,,,,,,343.8,,,,,,,,,,,,,,,,,,
1987-06-05,,,,,,,,344.73,,,,,,,,,,,,,,,,,,
1987-06-08,,,,,,,,344.93,,,,,,,,,,,,,,,,,,
1987-06-09,,,,,,,,344.84,,,,,,,,,,,,,,,,,,
1987-06-10,,,,,,,,345.94,,,,,,,,,,,,,,,,,,
1987-06-11,,,,,,,,345.82,,,,,,,,,,,,,,,,,,
1987-06-12,,,,,,,,348.19,,,,,,,,,,,,,,,,,,
1987-06-15,,,,,,,,349.54,,,,,,,,,,,,,,,,,,
1987-06-16,,,,,,,,349.67,,,,,,,,,,,,,,,,,,
1987-06-17,,,,,,,,349.92,,,,,,,,,,,,,,,,,,
1987-06-18,,,,,,,,349.77,,,,,,,,,,,,,,,,,,
1987-06-19,,,,,,,,349.83,,,,,,,,,,,,,,,,,,
1987-06-22,,,,,,,,350.88,,,,,,,,,,,,,,,,,,
1987-06-23,,,,,,,,351.42,,,,,,,,,,,,,,,,,,
1987-06-24,,,,,,,,350.85,,,,,,,,,,,,,,,,,,
1987-06-25,,,,,,,,350.96,,,,,,,,,,,,,,,,,,
1987-06-26,,,,,,,,349.96,,,,,,,,,,,,,,,,,,
1987-06-29,,,,,,,,349.68,,,,,,,,,,,,,,,,,,
1987-06-30,,,,,,,,349.72,,,,,,,,,,,,,,,,,,
1987-07-01,,,,,,,,349.59,,,,,,,,,,,,,,,,,,
1987-07-02,,,,,,,,350.37,,,,,,,,,,,,,,,,,,
1987-07-06,,,,,,,,351.39,,,,,,,,,,,,,,,,,,
1987-07-07,,,,,,,,351.46,,,,,,,,,,,,,,,,,,
1987-07-08,,,,,,,,351.59,,,,,,,,,,,,,,,,,,
1987-07-09,,,,,,,,350.98,,,,,,,,,,,,,,,,,,
1987-07-10,,,,,,,,351.06,,,,,,,,,,,,,,,,,,
1987-07-13,,,,,,,,351.28,,,,,,,,,,,,,,,,,,
1987-07-14,,,,,,,,351.28,,,,,,,,,,,,,,,,,,
1987-07-15,,,,,,,,350.42,,,,,,,,,,,,,,,,,,
1987-07-16,,,,,,,,350.71,,,,,,,,,,,,,,,,,,
1987-07-17,,,,,,,,351.41,,,,,,,,,,,,,,,,,,
1987-07-20,,,,,,,,350.9,,,,,,,,,,,,,,,,,,
1987-07-21,,,,,,,,350.76,,,,,,,,,,,,,,,,,,
1987-07-22,,,,,,,,349.58,,,,,,,,,,,,,,,,,,
1987-07-23,,,,,,,,348.72,,,,,,,,,,,,,,,,,,
1987-07-24,,,,,,,,348.58,,,,,,,,,,,,,,,,,,
1987-07-27,,,,,,,,348.62,,,,,,,,,,,,,,,,,,
1987-07-28,,,,,,,,348.43,,,,,,,,,,,,,,,,,,
1987-07-29,,,,,,,,348.37,,,,,,,,,,,,,,,,,,
1987-07-30,,,,,,,,348.11,,,,,,,,,,,,,,,,,,
1987-07-31,,,,,,,,347.97,,,,,,,,,,,,,,,,,,
1987-08-03,,,,,,,,347.0,,,,,,,,,,,,,,,,,,
1987-08-04,,,,,,,,346.25,,,,,,,,,,,,,,,,,,
1987-08-05,,,,,,,,346.72,,,,,,,,,,,,,,,,,,
1987-08-06,,,,,,,,346.96,,,,,,,,,,,,,,,,,,
1987-08-07,,,,,,,,347.27,,,,,,,,,,,,,,,,,,
1987-08-10,,,,,,,,347.59,,,,,,,,,,,,,,,,,,
1987-08-11,,,,,,,,347.71,,,,,,,,,,,,,,,,,,
1987-08-12,,,,,,,,347.92,,,,,,,,,,,,,,,,,,
1987-08-13,,,,,,,,348.75,,,,,,,,,,,,,,,,,,
1987-08-14,,,,,,,,349.3,,,,,,,,,,,,,,,,,,
1987-08-17,,,,,,,,349.92,,,,,,,,,,,,,,,,,,
1987-08-18,,,,,,,,348.91,,,,,,,,,,,,,,,,,,
1987-08-19,,,,,,,,348.11,,,,,,,,,,,,,,,,,,
1987-08-20,,,,,,,,347.98,,,,,,,,,,,,,,,,,,
1987-08-21,,,,,,,,348.06,,,,,,,,,,,,,,,,,,
1987-08-24,,,,,,,,348.26,,,,,,,,,,,,,,,,,,
1987-08-25,,,,,,,,348.7,,,,,,,,,,,,,,,,,,
1987-08-26,,,,,,,,348.8,,,,,,,,,,,,,,,,,,
1987-08-27,,,,,,,,347.76,,,,,,,,,,,,,,,,,,
1987-08-28,,,,,,,,345.98,,,,,,,,,,,,,,,,,,
